實驗ID,時間區間,空方損益,空方MDD估算,空方勝率估算,空方交易次數,參數,備註
2158,12:30-12:45,0.0,184.8,43.8%,0,15(15%)/40(20%)/50(20%),MDD/勝率為估算值
2161,12:30-12:45,0.0,140.7,48.5%,0,15(20%)/25(10%)/40(20%),MDD/勝率為估算值
2164,12:30-12:45,0.0,131.1,48.5%,0,15(20%)/25(10%)/45(20%),MDD/勝率為估算值
2167,12:30-12:45,0.0,158.7,47.3%,0,15(20%)/25(10%)/50(20%),MDD/勝率為估算值
2170,12:30-12:45,0.0,146.1,47.3%,0,15(20%)/25(15%)/40(20%),MDD/勝率為估算值
2173,12:30-12:45,0.0,133.5,47.3%,0,15(20%)/25(15%)/45(20%),MDD/勝率為估算值
2176,12:30-12:45,0.0,162.3,46.2%,0,15(20%)/25(15%)/50(20%),MDD/勝率為估算值
2179,12:30-12:45,0.0,153.0,47.3%,0,15(20%)/25(20%)/40(20%),MDD/勝率為估算值
2182,12:30-12:45,0.0,139.2,47.3%,0,15(20%)/25(20%)/45(20%),MDD/勝率為估算值
2185,12:30-12:45,0.0,166.5,46.8%,0,15(20%)/25(20%)/50(20%),MDD/勝率為估算值
2188,12:30-12:45,0.0,131.7,48.5%,0,15(20%)/30(10%)/40(20%),MDD/勝率為估算值
2191,12:30-12:45,0.0,130.8,48.5%,0,15(20%)/30(10%)/45(20%),MDD/勝率為估算值
2194,12:30-12:45,0.0,150.3,47.3%,0,15(20%)/30(10%)/50(20%),MDD/勝率為估算值
2197,12:30-12:45,0.0,138.9,47.3%,0,15(20%)/30(15%)/40(20%),MDD/勝率為估算值
2200,12:30-12:45,0.0,131.1,47.3%,0,15(20%)/30(15%)/45(20%),MDD/勝率為估算值
2203,12:30-12:45,0.0,155.7,46.2%,0,15(20%)/30(15%)/50(20%),MDD/勝率為估算值
2206,12:30-12:45,0.0,147.3,47.3%,0,15(20%)/30(20%)/40(20%),MDD/勝率為估算值
2209,12:30-12:45,0.0,133.5,47.3%,0,15(20%)/30(20%)/45(20%),MDD/勝率為估算值
2212,12:30-12:45,0.0,164.1,46.2%,0,15(20%)/30(20%)/50(20%),MDD/勝率為估算值
2215,12:30-12:45,0.0,142.8,47.3%,0,15(20%)/35(10%)/40(20%),MDD/勝率為估算值
2218,12:30-12:45,0.0,142.8,47.3%,0,15(20%)/35(10%)/45(20%),MDD/勝率為估算值
2221,12:30-12:45,0.0,153.9,46.2%,0,15(20%)/35(10%)/50(20%),MDD/勝率為估算值
2224,12:30-12:45,0.0,145.8,47.3%,0,15(20%)/35(15%)/40(20%),MDD/勝率為估算值
2227,12:30-12:45,0.0,142.8,47.3%,0,15(20%)/35(15%)/45(20%),MDD/勝率為估算值
2230,12:30-12:45,0.0,162.6,46.2%,0,15(20%)/35(15%)/50(20%),MDD/勝率為估算值
2233,12:30-12:45,0.0,153.9,47.3%,0,15(20%)/35(20%)/40(20%),MDD/勝率為估算值
2236,12:30-12:45,0.0,142.8,47.3%,0,15(20%)/35(20%)/45(20%),MDD/勝率為估算值
2239,12:30-12:45,0.0,170.7,46.2%,0,15(20%)/35(20%)/50(20%),MDD/勝率為估算值
2242,12:30-12:45,0.0,160.8,45.0%,0,15(20%)/40(10%)/40(20%),MDD/勝率為估算值
2245,12:30-12:45,0.0,147.0,45.0%,0,15(20%)/40(10%)/45(20%),MDD/勝率為估算值
2248,12:30-12:45,0.0,177.6,45.0%,0,15(20%)/40(10%)/50(20%),MDD/勝率為估算值
2251,12:30-12:45,0.0,167.7,45.0%,0,15(20%)/40(15%)/40(20%),MDD/勝率為估算值
2254,12:30-12:45,0.0,153.9,45.0%,0,15(20%)/40(15%)/45(20%),MDD/勝率為估算值
2257,12:30-12:45,0.0,184.5,43.8%,0,15(20%)/40(15%)/50(20%),MDD/勝率為估算值
2260,12:30-12:45,0.0,172.2,45.0%,0,15(20%)/40(20%)/40(20%),MDD/勝率為估算值
2263,12:30-12:45,0.0,158.4,45.0%,0,15(20%)/40(20%)/45(20%),MDD/勝率為估算值
2266,12:30-12:45,0.0,189.0,43.8%,0,15(20%)/40(20%)/50(20%),MDD/勝率為估算值
2269,12:30-12:45,0.0,129.3,47.9%,0,20(10%)/25(10%)/40(20%),MDD/勝率為估算值
2272,12:30-12:45,0.0,129.3,47.9%,0,20(10%)/25(10%)/45(20%),MDD/勝率為估算值
2275,12:30-12:45,0.0,129.3,47.4%,0,20(10%)/25(10%)/50(20%),MDD/勝率為估算值
2278,12:30-12:45,0.0,129.6,47.9%,0,20(10%)/25(15%)/40(20%),MDD/勝率為估算值
2281,12:30-12:45,0.0,129.6,47.9%,0,20(10%)/25(15%)/45(20%),MDD/勝率為估算值
2284,12:30-12:45,0.0,129.6,47.9%,0,20(10%)/25(15%)/50(20%),MDD/勝率為估算值
2287,12:30-12:45,0.0,130.2,47.9%,0,20(10%)/25(20%)/40(20%),MDD/勝率為估算值
2290,12:30-12:45,0.0,130.2,47.9%,0,20(10%)/25(20%)/45(20%),MDD/勝率為估算值
2293,12:30-12:45,0.0,130.2,47.9%,0,20(10%)/25(20%)/50(20%),MDD/勝率為估算值
2296,12:30-12:45,0.0,129.0,47.9%,0,20(10%)/30(10%)/40(20%),MDD/勝率為估算值
2299,12:30-12:45,0.0,129.0,47.9%,0,20(10%)/30(10%)/45(20%),MDD/勝率為估算值
2302,12:30-12:45,0.0,129.0,46.8%,0,20(10%)/30(10%)/50(20%),MDD/勝率為估算值
2305,12:30-12:45,0.0,129.3,47.9%,0,20(10%)/30(15%)/40(20%),MDD/勝率為估算值
2308,12:30-12:45,0.0,129.3,47.9%,0,20(10%)/30(15%)/45(20%),MDD/勝率為估算值
2311,12:30-12:45,0.0,129.3,46.8%,0,20(10%)/30(15%)/50(20%),MDD/勝率為估算值
2314,12:30-12:45,0.0,129.9,47.9%,0,20(10%)/30(20%)/40(20%),MDD/勝率為估算值
2317,12:30-12:45,0.0,129.9,47.9%,0,20(10%)/30(20%)/45(20%),MDD/勝率為估算值
2320,12:30-12:45,0.0,129.9,46.8%,0,20(10%)/30(20%)/50(20%),MDD/勝率為估算值
2323,12:30-12:45,0.0,144.6,46.8%,0,20(10%)/35(10%)/40(20%),MDD/勝率為估算值
2326,12:30-12:45,0.0,144.6,46.8%,0,20(10%)/35(10%)/45(20%),MDD/勝率為估算值
2329,12:30-12:45,0.0,144.6,45.6%,0,20(10%)/35(10%)/50(20%),MDD/勝率為估算值
2332,12:30-12:45,0.0,144.6,46.8%,0,20(10%)/35(15%)/40(20%),MDD/勝率為估算值
2335,12:30-12:45,0.0,144.6,46.8%,0,20(10%)/35(15%)/45(20%),MDD/勝率為估算值
2338,12:30-12:45,0.0,144.6,45.6%,0,20(10%)/35(15%)/50(20%),MDD/勝率為估算值
2341,12:30-12:45,0.0,144.6,46.8%,0,20(10%)/35(20%)/40(20%),MDD/勝率為估算值
2344,12:30-12:45,0.0,144.6,46.8%,0,20(10%)/35(20%)/45(20%),MDD/勝率為估算值
2347,12:30-12:45,0.0,144.6,45.6%,0,20(10%)/35(20%)/50(20%),MDD/勝率為估算值
2350,12:30-12:45,0.0,144.6,45.6%,0,20(10%)/40(10%)/40(20%),MDD/勝率為估算值
2353,12:30-12:45,0.0,144.6,45.6%,0,20(10%)/40(10%)/45(20%),MDD/勝率為估算值
2356,12:30-12:45,0.0,144.6,45.6%,0,20(10%)/40(10%)/50(20%),MDD/勝率為估算值
2359,12:30-12:45,0.0,144.6,45.6%,0,20(10%)/40(15%)/40(20%),MDD/勝率為估算值
2362,12:30-12:45,0.0,144.6,45.6%,0,20(10%)/40(15%)/45(20%),MDD/勝率為估算值
2365,12:30-12:45,0.0,144.6,45.6%,0,20(10%)/40(15%)/50(20%),MDD/勝率為估算值
2368,12:30-12:45,0.0,144.6,45.6%,0,20(10%)/40(20%)/40(20%),MDD/勝率為估算值
2371,12:30-12:45,0.0,144.6,45.6%,0,20(10%)/40(20%)/45(20%),MDD/勝率為估算值
2374,12:30-12:45,0.0,144.6,44.4%,0,20(10%)/40(20%)/50(20%),MDD/勝率為估算值
2377,12:30-12:45,0.0,129.6,47.9%,0,20(15%)/25(10%)/40(20%),MDD/勝率為估算值
2380,12:30-12:45,0.0,129.6,47.9%,0,20(15%)/25(10%)/45(20%),MDD/勝率為估算值
2383,12:30-12:45,0.0,129.6,46.8%,0,20(15%)/25(10%)/50(20%),MDD/勝率為估算值
2386,12:30-12:45,0.0,129.9,47.9%,0,20(15%)/25(15%)/40(20%),MDD/勝率為估算值
2389,12:30-12:45,0.0,129.9,47.9%,0,20(15%)/25(15%)/45(20%),MDD/勝率為估算值
2392,12:30-12:45,0.0,129.9,47.4%,0,20(15%)/25(15%)/50(20%),MDD/勝率為估算值
2395,12:30-12:45,0.0,130.5,47.9%,0,20(15%)/25(20%)/40(20%),MDD/勝率為估算值
2398,12:30-12:45,0.0,130.5,47.9%,0,20(15%)/25(20%)/45(20%),MDD/勝率為估算值
2401,12:30-12:45,0.0,133.8,47.9%,0,20(15%)/25(20%)/50(20%),MDD/勝率為估算值
2404,12:30-12:45,0.0,129.3,47.9%,0,20(15%)/30(10%)/40(20%),MDD/勝率為估算值
2407,12:30-12:45,0.0,129.3,47.9%,0,20(15%)/30(10%)/45(20%),MDD/勝率為估算值
2410,12:30-12:45,0.0,129.3,46.8%,0,20(15%)/30(10%)/50(20%),MDD/勝率為估算值
2413,12:30-12:45,0.0,129.6,47.9%,0,20(15%)/30(15%)/40(20%),MDD/勝率為估算值
2416,12:30-12:45,0.0,129.6,47.9%,0,20(15%)/30(15%)/45(20%),MDD/勝率為估算值
2419,12:30-12:45,0.0,129.6,46.8%,0,20(15%)/30(15%)/50(20%),MDD/勝率為估算值
2422,12:30-12:45,0.0,130.2,47.9%,0,20(15%)/30(20%)/40(20%),MDD/勝率為估算值
2425,12:30-12:45,0.0,130.2,47.9%,0,20(15%)/30(20%)/45(20%),MDD/勝率為估算值
2428,12:30-12:45,0.0,130.2,46.8%,0,20(15%)/30(20%)/50(20%),MDD/勝率為估算值
2431,12:30-12:45,0.0,144.3,46.8%,0,20(15%)/35(10%)/40(20%),MDD/勝率為估算值
2434,12:30-12:45,0.0,144.3,46.8%,0,20(15%)/35(10%)/45(20%),MDD/勝率為估算值
2437,12:30-12:45,0.0,144.3,45.6%,0,20(15%)/35(10%)/50(20%),MDD/勝率為估算值
2440,12:30-12:45,0.0,144.3,46.8%,0,20(15%)/35(15%)/40(20%),MDD/勝率為估算值
2443,12:30-12:45,0.0,144.3,46.8%,0,20(15%)/35(15%)/45(20%),MDD/勝率為估算值
2446,12:30-12:45,0.0,144.3,45.6%,0,20(15%)/35(15%)/50(20%),MDD/勝率為估算值
2449,12:30-12:45,0.0,144.3,46.8%,0,20(15%)/35(20%)/40(20%),MDD/勝率為估算值
2452,12:30-12:45,0.0,144.3,46.8%,0,20(15%)/35(20%)/45(20%),MDD/勝率為估算值
2455,12:30-12:45,0.0,144.3,45.6%,0,20(15%)/35(20%)/50(20%),MDD/勝率為估算值
2458,12:30-12:45,0.0,144.3,44.4%,0,20(15%)/40(10%)/40(20%),MDD/勝率為估算值
2461,12:30-12:45,0.0,144.3,44.4%,0,20(15%)/40(10%)/45(20%),MDD/勝率為估算值
2464,12:30-12:45,0.0,144.3,44.4%,0,20(15%)/40(10%)/50(20%),MDD/勝率為估算值
2467,12:30-12:45,0.0,144.3,44.4%,0,20(15%)/40(15%)/40(20%),MDD/勝率為估算值
2470,12:30-12:45,0.0,144.3,44.4%,0,20(15%)/40(15%)/45(20%),MDD/勝率為估算值
2473,12:30-12:45,0.0,147.0,43.2%,0,20(15%)/40(15%)/50(20%),MDD/勝率為估算值
2476,12:30-12:45,0.0,144.3,44.4%,0,20(15%)/40(20%)/40(20%),MDD/勝率為估算值
2479,12:30-12:45,0.0,144.3,44.4%,0,20(15%)/40(20%)/45(20%),MDD/勝率為估算值
2482,12:30-12:45,0.0,152.4,43.2%,0,20(15%)/40(20%)/50(20%),MDD/勝率為估算值
2485,12:30-12:45,0.0,129.9,47.9%,0,20(20%)/25(10%)/40(20%),MDD/勝率為估算值
2488,12:30-12:45,0.0,129.9,47.9%,0,20(20%)/25(10%)/45(20%),MDD/勝率為估算值
2491,12:30-12:45,0.0,136.2,46.8%,0,20(20%)/25(10%)/50(20%),MDD/勝率為估算值
2494,12:30-12:45,0.0,130.2,47.9%,0,20(20%)/25(15%)/40(20%),MDD/勝率為估算值
2497,12:30-12:45,0.0,130.2,47.9%,0,20(20%)/25(15%)/45(20%),MDD/勝率為估算值
2500,12:30-12:45,0.0,140.1,46.8%,0,20(20%)/25(15%)/50(20%),MDD/勝率為估算值
2503,12:30-12:45,0.0,130.8,47.9%,0,20(20%)/25(20%)/40(20%),MDD/勝率為估算值
2506,12:30-12:45,0.0,130.8,47.9%,0,20(20%)/25(20%)/45(20%),MDD/勝率為估算值
2509,12:30-12:45,0.0,144.6,47.4%,0,20(20%)/25(20%)/50(20%),MDD/勝率為估算值
2512,12:30-12:45,0.0,129.6,47.9%,0,20(20%)/30(10%)/40(20%),MDD/勝率為估算值
2515,12:30-12:45,0.0,129.6,47.9%,0,20(20%)/30(10%)/45(20%),MDD/勝率為估算值
2518,12:30-12:45,0.0,129.6,46.8%,0,20(20%)/30(10%)/50(20%),MDD/勝率為估算值
2521,12:30-12:45,0.0,129.9,47.9%,0,20(20%)/30(15%)/40(20%),MDD/勝率為估算值
2524,12:30-12:45,0.0,129.9,47.9%,0,20(20%)/30(15%)/45(20%),MDD/勝率為估算值
2527,12:30-12:45,0.0,130.8,46.8%,0,20(20%)/30(15%)/50(20%),MDD/勝率為估算值
2530,12:30-12:45,0.0,130.5,47.9%,0,20(20%)/30(20%)/40(20%),MDD/勝率為估算值
2533,12:30-12:45,0.0,130.5,47.9%,0,20(20%)/30(20%)/45(20%),MDD/勝率為估算值
2536,12:30-12:45,0.0,135.0,46.8%,0,20(20%)/30(20%)/50(20%),MDD/勝率為估算值
2539,12:30-12:45,0.0,144.0,46.8%,0,20(20%)/35(10%)/40(20%),MDD/勝率為估算值
2542,12:30-12:45,0.0,144.0,46.8%,0,20(20%)/35(10%)/45(20%),MDD/勝率為估算值
2545,12:30-12:45,0.0,144.0,45.6%,0,20(20%)/35(10%)/50(20%),MDD/勝率為估算值
2548,12:30-12:45,0.0,144.0,46.8%,0,20(20%)/35(15%)/40(20%),MDD/勝率為估算值
2551,12:30-12:45,0.0,144.0,46.8%,0,20(20%)/35(15%)/45(20%),MDD/勝率為估算值
2554,12:30-12:45,0.0,144.0,45.6%,0,20(20%)/35(15%)/50(20%),MDD/勝率為估算值
2557,12:30-12:45,0.0,144.0,46.8%,0,20(20%)/35(20%)/40(20%),MDD/勝率為估算值
2560,12:30-12:45,0.0,144.0,46.8%,0,20(20%)/35(20%)/45(20%),MDD/勝率為估算值
2563,12:30-12:45,0.0,144.9,45.6%,0,20(20%)/35(20%)/50(20%),MDD/勝率為估算值
2566,12:30-12:45,0.0,144.0,44.4%,0,20(20%)/40(10%)/40(20%),MDD/勝率為估算值
2569,12:30-12:45,0.0,144.0,44.4%,0,20(20%)/40(10%)/45(20%),MDD/勝率為估算值
2572,12:30-12:45,0.0,150.9,44.4%,0,20(20%)/40(10%)/50(20%),MDD/勝率為估算值
2575,12:30-12:45,0.0,144.0,44.4%,0,20(20%)/40(15%)/40(20%),MDD/勝率為估算值
2578,12:30-12:45,0.0,144.0,44.4%,0,20(20%)/40(15%)/45(20%),MDD/勝率為估算值
2581,12:30-12:45,0.0,158.4,43.2%,0,20(20%)/40(15%)/50(20%),MDD/勝率為估算值
2584,12:30-12:45,0.0,147.0,44.4%,0,20(20%)/40(20%)/40(20%),MDD/勝率為估算值
2587,12:30-12:45,0.0,144.0,44.4%,0,20(20%)/40(20%)/45(20%),MDD/勝率為估算值
2590,12:30-12:45,0.0,163.8,43.2%,0,20(20%)/40(20%)/50(20%),MDD/勝率為估算值
2593,12:30-12:45,0.0,131.1,45.6%,0,25(10%)/25(10%)/40(20%),MDD/勝率為估算值
2596,12:30-12:45,0.0,131.1,45.6%,0,25(10%)/25(10%)/45(20%),MDD/勝率為估算值
2599,12:30-12:45,0.0,132.6,45.0%,0,25(10%)/25(10%)/50(20%),MDD/勝率為估算值
2602,12:30-12:45,0.0,130.5,46.8%,0,25(10%)/25(15%)/40(20%),MDD/勝率為估算值
2605,12:30-12:45,0.0,130.5,46.8%,0,25(10%)/25(15%)/45(20%),MDD/勝率為估算值
2608,12:30-12:45,0.0,133.2,46.8%,0,25(10%)/25(15%)/50(20%),MDD/勝率為估算值
2611,12:30-12:45,0.0,130.2,46.8%,0,25(10%)/25(20%)/40(20%),MDD/勝率為估算值
2614,12:30-12:45,0.0,130.2,46.8%,0,25(10%)/25(20%)/45(20%),MDD/勝率為估算值
2617,12:30-12:45,0.0,133.8,46.8%,0,25(10%)/25(20%)/50(20%),MDD/勝率為估算值
2620,12:30-12:45,0.0,126.6,46.2%,0,25(10%)/30(10%)/40(20%),MDD/勝率為估算值
2623,12:30-12:45,0.0,126.6,46.2%,0,25(10%)/30(10%)/45(20%),MDD/勝率為估算值
2626,12:30-12:45,0.0,126.6,45.0%,0,25(10%)/30(10%)/50(20%),MDD/勝率為估算值
2629,12:30-12:45,0.0,126.9,46.8%,0,25(10%)/30(15%)/40(20%),MDD/勝率為估算值
2632,12:30-12:45,0.0,126.9,46.8%,0,25(10%)/30(15%)/45(20%),MDD/勝率為估算值
2635,12:30-12:45,0.0,126.9,45.6%,0,25(10%)/30(15%)/50(20%),MDD/勝率為估算值
2638,12:30-12:45,0.0,127.5,46.8%,0,25(10%)/30(20%)/40(20%),MDD/勝率為估算值
2641,12:30-12:45,0.0,127.5,46.8%,0,25(10%)/30(20%)/45(20%),MDD/勝率為估算值
2644,12:30-12:45,0.0,127.5,45.6%,0,25(10%)/30(20%)/50(20%),MDD/勝率為估算值
2647,12:30-12:45,0.0,147.0,44.4%,0,25(10%)/35(10%)/40(20%),MDD/勝率為估算值
2650,12:30-12:45,0.0,147.0,44.4%,0,25(10%)/35(10%)/45(20%),MDD/勝率為估算值
2653,12:30-12:45,0.0,147.0,43.2%,0,25(10%)/35(10%)/50(20%),MDD/勝率為估算值
2656,12:30-12:45,0.0,147.0,44.4%,0,25(10%)/35(15%)/40(20%),MDD/勝率為估算值
2659,12:30-12:45,0.0,147.0,44.4%,0,25(10%)/35(15%)/45(20%),MDD/勝率為估算值
2662,12:30-12:45,0.0,147.0,43.2%,0,25(10%)/35(15%)/50(20%),MDD/勝率為估算值
2665,12:30-12:45,0.0,147.0,44.4%,0,25(10%)/35(20%)/40(20%),MDD/勝率為估算值
2668,12:30-12:45,0.0,147.0,44.4%,0,25(10%)/35(20%)/45(20%),MDD/勝率為估算值
2671,12:30-12:45,0.0,147.0,43.2%,0,25(10%)/35(20%)/50(20%),MDD/勝率為估算值
2674,12:30-12:45,0.0,147.0,43.2%,0,25(10%)/40(10%)/40(20%),MDD/勝率為估算值
2677,12:30-12:45,0.0,147.0,43.2%,0,25(10%)/40(10%)/45(20%),MDD/勝率為估算值
2680,12:30-12:45,0.0,147.0,43.2%,0,25(10%)/40(10%)/50(20%),MDD/勝率為估算值
2683,12:30-12:45,0.0,147.0,43.2%,0,25(10%)/40(15%)/40(20%),MDD/勝率為估算值
2686,12:30-12:45,0.0,147.0,43.2%,0,25(10%)/40(15%)/45(20%),MDD/勝率為估算值
2689,12:30-12:45,0.0,147.0,43.2%,0,25(10%)/40(15%)/50(20%),MDD/勝率為估算值
2692,12:30-12:45,0.0,147.0,43.2%,0,25(10%)/40(20%)/40(20%),MDD/勝率為估算值
2695,12:30-12:45,0.0,147.0,43.2%,0,25(10%)/40(20%)/45(20%),MDD/勝率為估算值
2698,12:30-12:45,0.0,147.0,42.1%,0,25(10%)/40(20%)/50(20%),MDD/勝率為估算值
2701,12:30-12:45,0.0,131.4,44.4%,0,25(15%)/25(10%)/40(20%),MDD/勝率為估算值
2704,12:30-12:45,0.0,131.4,44.4%,0,25(15%)/25(10%)/45(20%),MDD/勝率為估算值
2707,12:30-12:45,0.0,135.0,43.2%,0,25(15%)/25(10%)/50(20%),MDD/勝率為估算值
2710,12:30-12:45,0.0,130.8,45.6%,0,25(15%)/25(15%)/40(20%),MDD/勝率為估算值
2713,12:30-12:45,0.0,130.8,45.6%,0,25(15%)/25(15%)/45(20%),MDD/勝率為估算值
2716,12:30-12:45,0.0,135.6,45.0%,0,25(15%)/25(15%)/50(20%),MDD/勝率為估算值
2719,12:30-12:45,0.0,130.5,46.8%,0,25(15%)/25(20%)/40(20%),MDD/勝率為估算值
2722,12:30-12:45,0.0,130.5,46.8%,0,25(15%)/25(20%)/45(20%),MDD/勝率為估算值
2725,12:30-12:45,0.0,136.2,46.8%,0,25(15%)/25(20%)/50(20%),MDD/勝率為估算值
2728,12:30-12:45,0.0,126.9,45.6%,0,25(15%)/30(10%)/40(20%),MDD/勝率為估算值
2731,12:30-12:45,0.0,126.9,45.6%,0,25(15%)/30(10%)/45(20%),MDD/勝率為估算值
2734,12:30-12:45,0.0,126.9,44.4%,0,25(15%)/30(10%)/50(20%),MDD/勝率為估算值
2737,12:30-12:45,0.0,127.2,46.2%,0,25(15%)/30(15%)/40(20%),MDD/勝率為估算值
2740,12:30-12:45,0.0,127.2,46.2%,0,25(15%)/30(15%)/45(20%),MDD/勝率為估算值
2743,12:30-12:45,0.0,127.2,45.0%,0,25(15%)/30(15%)/50(20%),MDD/勝率為估算值
2746,12:30-12:45,0.0,127.8,46.8%,0,25(15%)/30(20%)/40(20%),MDD/勝率為估算值
2749,12:30-12:45,0.0,127.8,46.8%,0,25(15%)/30(20%)/45(20%),MDD/勝率為估算值
2752,12:30-12:45,0.0,129.0,45.6%,0,25(15%)/30(20%)/50(20%),MDD/勝率為估算值
2755,12:30-12:45,0.0,146.4,44.4%,0,25(15%)/35(10%)/40(20%),MDD/勝率為估算值
2758,12:30-12:45,0.0,146.4,44.4%,0,25(15%)/35(10%)/45(20%),MDD/勝率為估算值
2761,12:30-12:45,0.0,146.4,43.2%,0,25(15%)/35(10%)/50(20%),MDD/勝率為估算值
2764,12:30-12:45,0.0,146.4,44.4%,0,25(15%)/35(15%)/40(20%),MDD/勝率為估算值
2767,12:30-12:45,0.0,146.4,44.4%,0,25(15%)/35(15%)/45(20%),MDD/勝率為估算值
2770,12:30-12:45,0.0,146.4,43.2%,0,25(15%)/35(15%)/50(20%),MDD/勝率為估算值
2773,12:30-12:45,0.0,146.4,44.4%,0,25(15%)/35(20%)/40(20%),MDD/勝率為估算值
2776,12:30-12:45,0.0,146.4,44.4%,0,25(15%)/35(20%)/45(20%),MDD/勝率為估算值
2779,12:30-12:45,0.0,146.4,43.2%,0,25(15%)/35(20%)/50(20%),MDD/勝率為估算值
2782,12:30-12:45,0.0,146.4,43.2%,0,25(15%)/40(10%)/40(20%),MDD/勝率為估算值
2785,12:30-12:45,0.0,146.4,43.2%,0,25(15%)/40(10%)/45(20%),MDD/勝率為估算值
2788,12:30-12:45,0.0,146.4,43.2%,0,25(15%)/40(10%)/50(20%),MDD/勝率為估算值
2791,12:30-12:45,0.0,146.4,43.2%,0,25(15%)/40(15%)/40(20%),MDD/勝率為估算值
2794,12:30-12:45,0.0,146.4,43.2%,0,25(15%)/40(15%)/45(20%),MDD/勝率為估算值
2797,12:30-12:45,0.0,146.4,42.1%,0,25(15%)/40(15%)/50(20%),MDD/勝率為估算值
2800,12:30-12:45,0.0,146.4,43.2%,0,25(15%)/40(20%)/40(20%),MDD/勝率為估算值
2803,12:30-12:45,0.0,146.4,43.2%,0,25(15%)/40(20%)/45(20%),MDD/勝率為估算值
2806,12:30-12:45,0.0,146.4,42.1%,0,25(15%)/40(20%)/50(20%),MDD/勝率為估算值
2809,12:30-12:45,0.0,132.0,44.4%,0,25(20%)/25(10%)/40(20%),MDD/勝率為估算值
2812,12:30-12:45,0.0,132.0,44.4%,0,25(20%)/25(10%)/45(20%),MDD/勝率為估算值
2815,12:30-12:45,0.0,137.4,43.2%,0,25(20%)/25(10%)/50(20%),MDD/勝率為估算值
2818,12:30-12:45,0.0,131.4,44.4%,0,25(20%)/25(15%)/40(20%),MDD/勝率為估算值
2821,12:30-12:45,0.0,131.4,44.4%,0,25(20%)/25(15%)/45(20%),MDD/勝率為估算值
2824,12:30-12:45,0.0,138.0,43.2%,0,25(20%)/25(15%)/50(20%),MDD/勝率為估算值
2827,12:30-12:45,0.0,131.1,45.6%,0,25(20%)/25(20%)/40(20%),MDD/勝率為估算值
2830,12:30-12:45,0.0,131.1,45.6%,0,25(20%)/25(20%)/45(20%),MDD/勝率為估算值
2833,12:30-12:45,0.0,138.6,45.0%,0,25(20%)/25(20%)/50(20%),MDD/勝率為估算值
2836,12:30-12:45,0.0,127.5,45.6%,0,25(20%)/30(10%)/40(20%),MDD/勝率為估算值
2839,12:30-12:45,0.0,127.5,45.6%,0,25(20%)/30(10%)/45(20%),MDD/勝率為估算值
2842,12:30-12:45,0.0,127.5,44.4%,0,25(20%)/30(10%)/50(20%),MDD/勝率為估算值
2845,12:30-12:45,0.0,127.8,45.6%,0,25(20%)/30(15%)/40(20%),MDD/勝率為估算值
2848,12:30-12:45,0.0,127.8,45.6%,0,25(20%)/30(15%)/45(20%),MDD/勝率為估算值
2851,12:30-12:45,0.0,128.1,44.4%,0,25(20%)/30(15%)/50(20%),MDD/勝率為估算值
2854,12:30-12:45,0.0,128.4,46.2%,0,25(20%)/30(20%)/40(20%),MDD/勝率為估算值
2857,12:30-12:45,0.0,128.4,46.2%,0,25(20%)/30(20%)/45(20%),MDD/勝率為估算值
2860,12:30-12:45,0.0,131.4,45.0%,0,25(20%)/30(20%)/50(20%),MDD/勝率為估算值
2863,12:30-12:45,0.0,146.1,44.4%,0,25(20%)/35(10%)/40(20%),MDD/勝率為估算值
2866,12:30-12:45,0.0,146.1,44.4%,0,25(20%)/35(10%)/45(20%),MDD/勝率為估算值
2869,12:30-12:45,0.0,146.1,43.2%,0,25(20%)/35(10%)/50(20%),MDD/勝率為估算值
2872,12:30-12:45,0.0,146.1,44.4%,0,25(20%)/35(15%)/40(20%),MDD/勝率為估算值
2875,12:30-12:45,0.0,146.1,44.4%,0,25(20%)/35(15%)/45(20%),MDD/勝率為估算值
2878,12:30-12:45,0.0,146.1,43.2%,0,25(20%)/35(15%)/50(20%),MDD/勝率為估算值
2881,12:30-12:45,0.0,146.1,44.4%,0,25(20%)/35(20%)/40(20%),MDD/勝率為估算值
2884,12:30-12:45,0.0,146.1,44.4%,0,25(20%)/35(20%)/45(20%),MDD/勝率為估算值
2887,12:30-12:45,0.0,146.4,43.2%,0,25(20%)/35(20%)/50(20%),MDD/勝率為估算值
2890,12:30-12:45,0.0,146.1,43.2%,0,25(20%)/40(10%)/40(20%),MDD/勝率為估算值
2893,12:30-12:45,0.0,146.1,43.2%,0,25(20%)/40(10%)/45(20%),MDD/勝率為估算值
2896,12:30-12:45,0.0,146.1,43.2%,0,25(20%)/40(10%)/50(20%),MDD/勝率為估算值
2899,12:30-12:45,0.0,146.1,43.2%,0,25(20%)/40(15%)/40(20%),MDD/勝率為估算值
2902,12:30-12:45,0.0,146.1,43.2%,0,25(20%)/40(15%)/45(20%),MDD/勝率為估算值
2905,12:30-12:45,0.0,146.1,42.1%,0,25(20%)/40(15%)/50(20%),MDD/勝率為估算值
2908,12:30-12:45,0.0,146.1,43.2%,0,25(20%)/40(20%)/40(20%),MDD/勝率為估算值
2911,12:30-12:45,0.0,146.1,43.2%,0,25(20%)/40(20%)/45(20%),MDD/勝率為估算值
2914,12:30-12:45,0.0,146.1,42.1%,0,25(20%)/40(20%)/50(20%),MDD/勝率為估算值
