實驗ID,時間區間,多方損益,多方MDD估算,多方勝率估算,多方交易次數,參數,備註
4459,10:45-11:00,2573.2,446.0,71.1%,99,20(20%)/30(10%)/45(20%),MDD/勝率為估算值
4294,10:45-11:00,2571.2,472.0,65.6%,99,20(10%)/40(10%)/40(20%),MDD/勝率為估算值
4027,10:45-11:00,2570.8,393.0,72.2%,99,15(15%)/30(10%)/45(20%),MDD/勝率為估算值
4456,10:45-11:00,2562.6,446.0,71.1%,99,20(20%)/30(10%)/40(20%),MDD/勝率為估算值
4486,10:45-11:00,2561.7,473.0,68.9%,99,20(20%)/35(10%)/45(20%),MDD/勝率為估算值
4024,10:45-11:00,2560.2,393.0,72.2%,99,15(15%)/30(10%)/40(20%),MDD/勝率為估算值
4813,10:45-11:00,2558.3,571.0,67.3%,98,25(20%)/35(10%)/50(20%),MDD/勝率為估算值
4819,10:45-11:00,2556.2,571.0,68.5%,98,25(20%)/35(15%)/45(20%),MDD/勝率為估算值
4054,10:45-11:00,2552.8,420.0,70.0%,99,15(15%)/35(10%)/45(20%),MDD/勝率為估算值
4483,10:45-11:00,2551.1,473.0,68.9%,99,20(20%)/35(10%)/40(20%),MDD/勝率為估算值
4261,10:45-11:00,2548.1,448.0,71.1%,99,20(10%)/30(20%)/45(20%),MDD/勝率為估算值
4549,10:45-11:00,2547.8,542.0,76.3%,98,25(10%)/25(15%)/45(20%),MDD/勝率為估算值
4816,10:45-11:00,2545.6,571.0,68.5%,98,25(20%)/35(15%)/40(20%),MDD/勝率為估算值
4360,10:45-11:00,2544.6,447.0,71.1%,99,20(15%)/30(15%)/45(20%),MDD/勝率為估算值
4051,10:45-11:00,2542.2,420.0,70.0%,99,15(15%)/35(10%)/40(20%),MDD/勝率為估算值
4258,10:45-11:00,2537.5,448.0,71.1%,99,20(10%)/30(20%)/40(20%),MDD/勝率為估算值
4354,10:45-11:00,2537.2,517.0,70.0%,99,20(15%)/30(10%)/50(20%),MDD/勝率為估算值
4654,10:45-11:00,2537.0,543.0,73.3%,90,25(15%)/25(15%)/40(20%),MDD/勝率為估算值
4738,10:45-11:00,2535.8,569.0,65.1%,98,25(15%)/40(15%)/45(20%),MDD/勝率為估算值
4357,10:45-11:00,2533.9,447.0,71.1%,99,20(15%)/30(15%)/40(20%),MDD/勝率為估算值
4732,10:45-11:00,2533.4,620.0,64.0%,98,25(15%)/40(10%)/50(20%),MDD/勝率為估算值
4735,10:45-11:00,2525.2,569.0,65.1%,98,25(15%)/40(15%)/40(20%),MDD/勝率為估算值
3928,10:45-11:00,2524.3,394.0,72.2%,99,15(10%)/30(15%)/45(20%),MDD/勝率為估算值
4255,10:45-11:00,2524.3,524.0,70.0%,99,20(10%)/30(15%)/50(20%),MDD/勝率為估算值
3922,10:45-11:00,2523.4,439.0,70.0%,99,15(10%)/30(10%)/50(20%),MDD/勝率為估算值
4381,10:45-11:00,2521.6,517.0,67.8%,99,20(15%)/35(10%)/50(20%),MDD/勝率為估算值
4387,10:45-11:00,2520.5,473.0,68.9%,99,20(15%)/35(15%)/45(20%),MDD/勝率為估算值
4648,10:45-11:00,2519.4,542.0,65.1%,98,25(15%)/25(10%)/45(20%),MDD/勝率為估算值
4696,10:45-11:00,2518.3,545.0,71.8%,98,25(15%)/30(20%)/50(20%),MDD/勝率為估算值
4135,10:45-11:00,2515.9,393.0,72.2%,99,15(20%)/30(10%)/45(20%),MDD/勝率為估算值
4753,10:45-11:00,2515.4,544.0,67.3%,98,25(20%)/25(10%)/40(20%),MDD/勝率為估算值
3925,10:45-11:00,2513.8,394.0,72.2%,99,15(10%)/30(15%)/40(20%),MDD/勝率為估算值
4225,10:45-11:00,2511.1,446.0,72.2%,99,20(10%)/25(15%)/45(20%),MDD/勝率為估算值
4552,10:45-11:00,2510.7,542.0,76.3%,98,25(10%)/25(15%)/50(20%),MDD/勝率為估算值
4384,10:45-11:00,2509.9,473.0,68.9%,99,20(15%)/35(15%)/40(20%),MDD/勝率為估算值
4132,10:45-11:00,2505.3,393.0,72.2%,99,15(20%)/30(10%)/40(20%),MDD/勝率為估算值
3949,10:45-11:00,2501.9,439.0,67.8%,99,15(10%)/35(10%)/50(20%),MDD/勝率為估算值
4162,10:45-11:00,2501.4,420.0,70.0%,99,15(20%)/35(10%)/45(20%),MDD/勝率為估算值
4288,10:45-11:00,2501.1,472.0,68.9%,99,20(10%)/35(20%)/45(20%),MDD/勝率為估算值
4837,10:45-11:00,2500.1,571.0,66.2%,98,25(20%)/40(10%)/45(20%),MDD/勝率為估算值
4639,10:45-11:00,2498.6,568.0,65.1%,98,25(10%)/40(20%)/45(20%),MDD/勝率為估算值
4324,10:45-11:00,2497.4,446.0,71.1%,99,20(15%)/25(10%)/45(20%),MDD/勝率為估算值
4222,10:45-11:00,2497.2,446.0,72.2%,99,20(10%)/25(15%)/40(20%),MDD/勝率為估算值
4282,10:45-11:00,2496.2,524.0,67.8%,99,20(10%)/35(15%)/50(20%),MDD/勝率為估算值
4405,10:45-11:00,2495.2,473.0,65.6%,99,20(15%)/40(10%)/45(20%),MDD/勝率為估算值
3955,10:45-11:00,2495.1,420.0,70.0%,99,15(10%)/35(15%)/45(20%),MDD/勝率為估算值
4633,10:45-11:00,2492.9,623.0,64.0%,98,25(10%)/40(15%)/50(20%),MDD/勝率為估算值
4159,10:45-11:00,2490.8,420.0,70.0%,99,15(20%)/35(10%)/40(20%),MDD/勝率為估算值
4285,10:45-11:00,2490.5,472.0,68.9%,99,20(10%)/35(20%)/40(20%),MDD/勝率為估算值
4834,10:45-11:00,2489.5,571.0,66.2%,98,25(20%)/40(10%)/40(20%),MDD/勝率為估算值
4636,10:45-11:00,2488.0,568.0,65.1%,98,25(10%)/40(20%)/40(20%),MDD/勝率為估算值
4798,10:45-11:00,2485.4,547.0,72.6%,97,25(20%)/30(20%)/40(20%),MDD/勝率為估算值
4402,10:45-11:00,2484.7,473.0,65.6%,99,20(15%)/40(10%)/40(20%),MDD/勝率為估算值
3952,10:45-11:00,2484.5,420.0,70.0%,99,15(10%)/35(15%)/40(20%),MDD/勝率為估算值
4321,10:45-11:00,2483.7,446.0,71.1%,99,20(15%)/25(10%)/40(20%),MDD/勝率為估算值
4555,10:45-11:00,2483.0,544.0,76.3%,98,25(10%)/25(20%)/40(20%),MDD/勝率為估算值
3973,10:45-11:00,2481.0,420.0,66.7%,99,15(10%)/40(10%)/45(20%),MDD/勝率為估算值
4723,10:45-11:00,2480.4,569.0,68.5%,98,25(15%)/35(20%)/50(20%),MDD/勝率為估算值
4651,10:45-11:00,2479.7,542.0,64.0%,98,25(15%)/25(10%)/50(20%),MDD/勝率為估算值
4228,10:45-11:00,2473.9,446.0,72.2%,99,20(10%)/25(15%)/50(20%),MDD/勝率為估算值
4795,10:45-11:00,2471.7,545.0,69.6%,98,25(20%)/30(15%)/50(20%),MDD/勝率為估算值
3970,10:45-11:00,2470.4,420.0,66.7%,99,15(10%)/40(10%)/40(20%),MDD/勝率為估算值
4030,10:45-11:00,2470.2,434.0,70.0%,99,15(15%)/30(10%)/50(20%),MDD/勝率為估算值
4036,10:45-11:00,2469.5,394.0,72.2%,99,15(15%)/30(15%)/45(20%),MDD/勝率為估算值
4468,10:45-11:00,2468.5,447.0,71.1%,99,20(20%)/30(15%)/45(20%),MDD/勝率為估算值
4801,10:45-11:00,2467.2,547.0,71.8%,95,25(20%)/30(20%)/45(20%),MDD/勝率為估算值
4306,10:45-11:00,2463.7,472.0,65.6%,99,20(10%)/40(15%)/45(20%),MDD/勝率為估算值
4033,10:45-11:00,2458.9,394.0,72.2%,99,15(15%)/30(15%)/40(20%),MDD/勝率為估算值
4465,10:45-11:00,2457.9,447.0,71.1%,99,20(20%)/30(15%)/40(20%),MDD/勝率為估算值
4327,10:45-11:00,2457.7,446.0,70.0%,99,20(15%)/25(10%)/50(20%),MDD/勝率為估算值
4462,10:45-11:00,2456.6,521.0,70.0%,99,20(20%)/30(10%)/50(20%),MDD/勝率為估算值
4300,10:45-11:00,2454.4,597.0,64.4%,99,20(10%)/40(10%)/50(20%),MDD/勝率為估算值
4303,10:45-11:00,2453.1,472.0,65.6%,99,20(10%)/40(15%)/40(20%),MDD/勝率為估算值
4057,10:45-11:00,2452.2,434.0,67.8%,99,15(15%)/35(10%)/50(20%),MDD/勝率為估算值
4495,10:45-11:00,2448.6,473.0,68.9%,99,20(20%)/35(15%)/45(20%),MDD/勝率為估算值
4657,10:45-11:00,2445.2,543.0,72.5%,88,25(15%)/25(15%)/45(20%),MDD/勝率為估算值
4489,10:45-11:00,2445.1,521.0,67.8%,99,20(20%)/35(10%)/50(20%),MDD/勝率為估算值
4063,10:45-11:00,2443.8,420.0,70.0%,99,15(15%)/35(15%)/45(20%),MDD/勝率為估算值
4822,10:45-11:00,2443.4,571.0,67.3%,98,25(20%)/35(15%)/50(20%),MDD/勝率為估算值
4492,10:45-11:00,2437.9,473.0,68.9%,99,20(20%)/35(15%)/40(20%),MDD/勝率為估算值
4081,10:45-11:00,2436.1,420.0,66.7%,99,15(15%)/40(10%)/45(20%),MDD/勝率為估算值
4762,10:45-11:00,2435.2,545.0,67.3%,98,25(20%)/25(15%)/40(20%),MDD/勝率為估算值
4828,10:45-11:00,2434.8,571.0,69.2%,97,25(20%)/35(20%)/45(20%),MDD/勝率為估算值
4264,10:45-11:00,2433.9,520.0,70.0%,99,20(10%)/30(20%)/50(20%),MDD/勝率為估算值
4060,10:45-11:00,2433.2,420.0,70.0%,99,15(15%)/35(15%)/40(20%),MDD/勝率為估算值
4513,10:45-11:00,2430.5,473.0,65.6%,99,20(20%)/40(10%)/45(20%),MDD/勝率為估算值
4363,10:45-11:00,2429.2,520.0,70.0%,99,20(15%)/30(15%)/50(20%),MDD/勝率為估算值
3931,10:45-11:00,2426.1,434.0,70.0%,99,15(10%)/30(15%)/50(20%),MDD/勝率為估算值
4078,10:45-11:00,2425.4,420.0,66.7%,99,15(15%)/40(10%)/40(20%),MDD/勝率為估算值
4825,10:45-11:00,2424.2,571.0,69.2%,97,25(20%)/35(20%)/40(20%),MDD/勝率為估算值
4510,10:45-11:00,2419.9,473.0,65.6%,99,20(20%)/40(10%)/40(20%),MDD/勝率為估算值
4747,10:45-11:00,2418.3,569.0,65.1%,98,25(15%)/40(20%)/45(20%),MDD/勝率為估算值
4756,10:45-11:00,2417.6,544.0,65.1%,98,25(20%)/25(10%)/45(20%),MDD/勝率為估算值
4138,10:45-11:00,2416.9,433.0,70.0%,99,15(20%)/30(10%)/50(20%),MDD/勝率為估算值
4741,10:45-11:00,2415.3,617.0,64.0%,98,25(15%)/40(15%)/50(20%),MDD/勝率為估算值
4369,10:45-11:00,2412.7,449.0,71.1%,99,20(15%)/30(20%)/45(20%),MDD/勝率為估算值
4660,10:45-11:00,2408.1,543.0,72.1%,87,25(15%)/25(15%)/50(20%),MDD/勝率為估算值
4744,10:45-11:00,2407.8,569.0,65.1%,98,25(15%)/40(20%)/40(20%),MDD/勝率為估算值
4396,10:45-11:00,2407.3,473.0,68.9%,99,20(15%)/35(20%)/45(20%),MDD/勝率為估算值
4390,10:45-11:00,2405.1,520.0,67.8%,99,20(15%)/35(15%)/50(20%),MDD/勝率為估算值
4165,10:45-11:00,2402.4,433.0,67.8%,99,15(20%)/35(10%)/50(20%),MDD/勝率為估算值
4366,10:45-11:00,2402.1,449.0,71.1%,99,20(15%)/30(20%)/40(20%),MDD/勝率為估算值
3958,10:45-11:00,2396.8,434.0,67.8%,99,15(10%)/35(15%)/50(20%),MDD/勝率為估算值
4393,10:45-11:00,2396.8,473.0,68.9%,99,20(15%)/35(20%)/40(20%),MDD/勝率為估算值
4171,10:45-11:00,2392.4,420.0,70.0%,99,15(20%)/35(15%)/45(20%),MDD/勝率為估算值
4189,10:45-11:00,2391.1,420.0,66.7%,99,15(20%)/40(10%)/45(20%),MDD/勝率為估算值
4291,10:45-11:00,2386.9,520.0,67.8%,99,20(10%)/35(20%)/50(20%),MDD/勝率為估算值
3964,10:45-11:00,2386.1,420.0,70.0%,99,15(10%)/35(20%)/45(20%),MDD/勝率為估算值
4663,10:45-11:00,2382.1,545.0,76.3%,98,25(15%)/25(20%)/40(20%),MDD/勝率為估算值
4168,10:45-11:00,2381.8,420.0,70.0%,99,15(20%)/35(15%)/40(20%),MDD/勝率為估算值
4186,10:45-11:00,2380.5,420.0,66.7%,99,15(20%)/40(10%)/40(20%),MDD/勝率為估算值
4846,10:45-11:00,2379.9,571.0,66.2%,98,25(20%)/40(15%)/45(20%),MDD/勝率為估算值
4642,10:45-11:00,2379.6,621.0,64.0%,98,25(10%)/40(20%)/50(20%),MDD/勝率為估算值
4840,10:45-11:00,2378.1,616.0,65.1%,98,25(20%)/40(10%)/50(20%),MDD/勝率為估算值
4759,10:45-11:00,2377.8,544.0,64.0%,98,25(20%)/25(10%)/50(20%),MDD/勝率為估算值
4414,10:45-11:00,2377.1,473.0,65.6%,99,20(15%)/40(15%)/45(20%),MDD/勝率為估算值
4558,10:45-11:00,2376.8,544.0,76.3%,98,25(10%)/25(20%)/45(20%),MDD/勝率為估算值
3961,10:45-11:00,2375.5,420.0,70.0%,99,15(10%)/35(20%)/40(20%),MDD/勝率為估算值
3976,10:45-11:00,2373.4,507.0,64.4%,99,15(10%)/40(10%)/50(20%),MDD/勝率為估算值
4039,10:45-11:00,2372.8,431.0,70.0%,99,15(15%)/30(15%)/50(20%),MDD/勝率為估算值
4408,10:45-11:00,2370.6,593.0,64.4%,99,20(15%)/40(10%)/50(20%),MDD/勝率為估算值
4843,10:45-11:00,2369.3,571.0,66.2%,98,25(20%)/40(15%)/40(20%),MDD/勝率為估算值
4411,10:45-11:00,2366.5,473.0,65.6%,99,20(15%)/40(15%)/40(20%),MDD/勝率為估算值
3982,10:45-11:00,2365.1,420.0,66.7%,99,15(10%)/40(15%)/45(20%),MDD/勝率為估算值
3892,10:45-11:00,2364.9,393.0,71.8%,98,15(10%)/25(10%)/45(20%),MDD/勝率為估算值
4804,10:45-11:00,2358.4,547.0,70.6%,95,25(20%)/30(20%)/50(20%),MDD/勝率為估算值
4471,10:45-11:00,2355.8,517.0,70.0%,99,20(20%)/30(15%)/50(20%),MDD/勝率為估算值
3979,10:45-11:00,2354.4,420.0,66.7%,99,15(10%)/40(15%)/40(20%),MDD/勝率為估算值
3889,10:45-11:00,2351.1,393.0,71.8%,98,15(10%)/25(10%)/40(20%),MDD/勝率為估算值
4315,10:45-11:00,2350.3,472.0,65.6%,99,20(10%)/40(20%)/45(20%),MDD/勝率為估算值
4066,10:45-11:00,2347.1,431.0,67.8%,99,15(15%)/35(15%)/50(20%),MDD/勝率為估算值
4765,10:45-11:00,2343.3,545.0,65.1%,98,25(20%)/25(15%)/45(20%),MDD/勝率為估算值
4309,10:45-11:00,2340.4,595.0,64.4%,99,20(10%)/40(15%)/50(20%),MDD/勝率為估算值
4312,10:45-11:00,2339.7,472.0,65.6%,99,20(10%)/40(20%)/40(20%),MDD/勝率為估算值
4477,10:45-11:00,2338.6,449.0,71.1%,99,20(20%)/30(20%)/45(20%),MDD/勝率為估算值
4498,10:45-11:00,2335.8,517.0,67.8%,99,20(20%)/35(15%)/50(20%),MDD/勝率為估算值
4504,10:45-11:00,2335.4,473.0,68.9%,99,20(20%)/35(20%)/45(20%),MDD/勝率為估算值
4561,10:45-11:00,2330.4,544.0,76.3%,98,25(10%)/25(20%)/50(20%),MDD/勝率為估算值
4084,10:45-11:00,2330.1,504.0,64.4%,99,15(15%)/40(10%)/50(20%),MDD/勝率為估算值
4474,10:45-11:00,2328.0,449.0,71.1%,99,20(20%)/30(20%)/40(20%),MDD/勝率為估算值
4831,10:45-11:00,2326.0,571.0,68.0%,97,25(20%)/35(20%)/50(20%),MDD/勝率為估算值
4501,10:45-11:00,2324.8,473.0,68.9%,99,20(20%)/35(20%)/40(20%),MDD/勝率為估算值
4090,10:45-11:00,2320.1,420.0,66.7%,99,15(15%)/40(15%)/45(20%),MDD/勝率為估算值
4234,10:45-11:00,2318.7,448.0,71.1%,99,20(10%)/25(20%)/45(20%),MDD/勝率為估算值
4522,10:45-11:00,2312.3,473.0,65.6%,99,20(20%)/40(15%)/45(20%),MDD/勝率為估算值
4432,10:45-11:00,2312.0,446.0,70.0%,99,20(20%)/25(10%)/45(20%),MDD/勝率為估算值
4087,10:45-11:00,2309.5,420.0,66.7%,99,15(15%)/40(15%)/40(20%),MDD/勝率為估算值
4516,10:45-11:00,2308.5,590.0,64.4%,99,20(20%)/40(10%)/50(20%),MDD/勝率為估算值
4768,10:45-11:00,2306.2,545.0,64.0%,98,25(20%)/25(15%)/50(20%),MDD/勝率為估算值
4231,10:45-11:00,2304.9,448.0,71.1%,99,20(10%)/25(20%)/40(20%),MDD/勝率為估算值
4333,10:45-11:00,2304.0,447.0,70.7%,98,20(15%)/25(15%)/45(20%),MDD/勝率為估算值
4750,10:45-11:00,2302.1,615.0,64.0%,98,25(15%)/40(20%)/50(20%),MDD/勝率為估算值
3937,10:45-11:00,2301.9,396.0,71.1%,99,15(10%)/30(20%)/45(20%),MDD/勝率為估算值
4519,10:45-11:00,2301.8,473.0,65.6%,99,20(20%)/40(15%)/40(20%),MDD/勝率為估算值
4372,10:45-11:00,2301.2,516.0,70.0%,99,20(15%)/30(20%)/50(20%),MDD/勝率為估算值
4429,10:45-11:00,2298.2,446.0,70.0%,99,20(20%)/25(10%)/40(20%),MDD/勝率為估算值
4174,10:45-11:00,2297.3,428.0,67.8%,99,15(20%)/35(15%)/50(20%),MDD/勝率為估算值
3895,10:45-11:00,2296.3,393.0,69.6%,98,15(10%)/25(10%)/50(20%),MDD/勝率為估算值
4399,10:45-11:00,2295.8,516.0,67.8%,99,20(15%)/35(20%)/50(20%),MDD/勝率為估算值
3967,10:45-11:00,2291.7,431.0,67.8%,99,15(10%)/35(20%)/50(20%),MDD/勝率為估算值
3934,10:45-11:00,2291.3,396.0,71.1%,99,15(10%)/30(20%)/40(20%),MDD/勝率為估算值
4330,10:45-11:00,2290.2,447.0,70.7%,98,20(15%)/25(15%)/40(20%),MDD/勝率為估算值
4192,10:45-11:00,2286.7,501.0,64.4%,99,15(20%)/40(10%)/50(20%),MDD/勝率為估算值
4237,10:45-11:00,2284.3,448.0,71.1%,99,20(10%)/25(20%)/50(20%),MDD/勝率為估算值
4144,10:45-11:00,2283.9,394.0,71.1%,99,15(20%)/30(15%)/45(20%),MDD/勝率為估算值
4771,10:45-11:00,2281.4,547.0,72.9%,89,25(20%)/25(20%)/40(20%),MDD/勝率為估算值
4666,10:45-11:00,2275.8,545.0,76.3%,98,25(15%)/25(20%)/45(20%),MDD/勝率為估算值
4198,10:45-11:00,2275.2,420.0,66.7%,99,15(20%)/40(15%)/45(20%),MDD/勝率為估算值
4141,10:45-11:00,2273.3,394.0,71.1%,99,15(20%)/30(15%)/40(20%),MDD/勝率為估算值
4435,10:45-11:00,2272.2,446.0,68.9%,99,20(20%)/25(10%)/50(20%),MDD/勝率為估算值
4336,10:45-11:00,2266.9,447.0,70.3%,97,20(15%)/25(15%)/50(20%),MDD/勝率為估算值
4195,10:45-11:00,2264.6,420.0,66.7%,99,15(20%)/40(15%)/40(20%),MDD/勝率為估算值
4855,10:45-11:00,2264.6,571.0,66.2%,98,25(20%)/40(20%)/45(20%),MDD/勝率為估算值
