,trade_date,direction,entry_price,entry_time,range_high,range_low,total_pnl,total_lots,num_events
53,2024-09-26,SHORT,23019.0,09:02:00,23052.0,23010.0,-99.0,3,4
54,2024-09-27,SHORT,23132.0,08:56:00,23192.0,23140.0,39.0,3,6
55,2024-09-30,LONG,22702.0,08:48:00,22698.0,22654.0,-56.0,3,6
56,2024-10-01,LONG,22340.0,08:49:00,22304.0,22239.0,116.0,3,7
57,2024-10-04,SHORT,22276.0,08:48:00,22372.0,22292.0,-288.0,3,4
58,2024-10-07,SHORT,22550.0,08:48:00,22586.0,22560.0,-108.0,3,4
59,2024-10-08,SHORT,22582.0,08:48:00,22618.0,22583.0,118.0,3,7
60,2024-10-09,LONG,22800.0,08:52:00,22785.0,22763.0,129.0,3,7
61,2024-10-11,SHORT,22830.0,08:48:00,22845.0,22819.0,-45.0,3,4
62,2024-10-14,LONG,23012.0,08:48:00,23006.0,22971.0,-123.0,3,4
63,2024-10-15,SHORT,23119.0,08:48:00,23168.0,23113.0,-62.0,3,5
64,2024-10-16,SHORT,22866.0,08:57:00,22900.0,22868.0,-102.0,3,4
65,2024-10-17,SHORT,23143.0,08:49:00,23174.0,23135.0,122.0,3,7
66,2024-10-18,SHORT,23784.0,08:54:00,23842.0,23795.0,128.0,3,7
67,2024-10-21,SHORT,23777.0,08:52:00,23837.0,23775.0,101.0,3,7
68,2024-10-22,SHORT,23507.0,08:57:00,23567.0,23511.0,135.0,3,7
69,2024-10-24,SHORT,23318.0,08:48:00,23391.0,23324.0,-219.0,3,4
70,2024-10-25,SHORT,23252.0,08:49:00,23307.0,23258.0,-165.0,3,4
71,2024-10-28,SHORT,23634.0,08:48:00,23660.0,23628.0,107.0,3,7
72,2024-10-30,LONG,23106.0,08:50:00,23102.0,23064.0,-57.0,3,5
73,2024-11-01,SHORT,22350.0,08:48:00,22407.0,22345.0,112.0,3,7
74,2024-11-06,SHORT,23136.0,08:48:00,23273.0,23116.0,118.0,3,7
75,2024-11-07,SHORT,23130.0,08:48:00,23191.0,23124.0,-52.0,3,6
76,2024-11-08,LONG,23794.0,08:48:00,23793.0,23746.0,-144.0,3,4
77,2024-11-11,LONG,23605.0,08:49:00,23585.0,23537.0,-204.0,3,4
78,2024-11-12,LONG,23068.0,08:49:00,23062.0,22985.0,145.0,3,7
79,2024-11-14,SHORT,22779.0,08:57:00,22846.0,22773.0,-201.0,3,4
80,2024-11-15,LONG,22743.0,08:48:00,22738.0,22683.0,126.0,3,7
81,2024-11-18,LONG,22685.0,08:49:00,22676.0,22615.0,138.0,3,7
82,2024-11-19,LONG,22667.0,08:51:00,22649.0,22611.0,108.0,3,7
83,2024-11-20,LONG,22938.0,08:49:00,22930.0,22892.0,-138.0,3,4
84,2024-11-21,SHORT,22633.0,08:49:00,22679.0,22644.0,111.0,3,7
85,2024-11-22,LONG,22840.0,08:50:00,22818.0,22781.0,50.0,3,6
86,2024-11-25,SHORT,23215.0,08:51:00,23285.0,23222.0,116.0,3,7
87,2024-11-28,LONG,22361.0,08:49:00,22345.0,22300.0,-80.0,3,5
88,2024-12-02,LONG,22561.0,08:48:00,22540.0,22498.0,115.0,3,7
89,2024-12-03,SHORT,23146.0,08:48:00,23181.0,23134.0,135.0,3,7
90,2024-12-04,SHORT,23164.0,08:48:00,23216.0,23165.0,106.0,3,7
91,2024-12-05,LONG,23284.0,08:49:00,23279.0,23243.0,16.0,3,6
92,2024-12-09,LONG,23245.0,08:56:00,23241.0,23183.0,54.0,3,6
93,2024-12-10,LONG,23281.0,09:03:00,23274.0,23178.0,-57.0,3,6
94,2024-12-11,LONG,22929.0,09:07:00,22921.0,22863.0,52.0,3,6
95,2024-12-12,LONG,23044.0,08:48:00,23042.0,23003.0,102.0,3,7
96,2024-12-13,SHORT,22955.0,08:52:00,22999.0,22958.0,-132.0,3,4
97,2024-12-16,SHORT,23195.0,08:50:00,23235.0,23195.0,-120.0,3,4
98,2024-12-17,LONG,23139.0,08:48:00,23134.0,23090.0,-147.0,3,4
99,2024-12-18,LONG,22969.0,09:00:00,22957.0,22922.0,-141.0,3,4
100,2024-12-19,SHORT,22725.0,08:51:00,22779.0,22727.0,-162.0,3,4
101,2024-12-23,LONG,22956.0,08:48:00,22955.0,22897.0,118.0,3,7
102,2024-12-24,SHORT,23415.0,08:49:00,23450.0,23414.0,123.0,3,7
103,2024-12-25,SHORT,23327.0,08:49:00,23342.0,23323.0,31.0,3,6
104,2024-12-26,SHORT,23335.0,08:51:00,23368.0,23335.0,-99.0,3,4
105,2024-12-27,LONG,23206.0,08:50:00,23205.0,23152.0,117.0,3,7
106,2024-12-30,LONG,23236.0,08:50:00,23234.0,23188.0,111.0,3,7
107,2024-12-31,LONG,23037.0,08:58:00,23036.0,22983.0,-162.0,3,4
108,2025-01-03,LONG,22972.0,08:52:00,22970.0,22913.0,142.0,3,7
109,2025-01-06,LONG,23279.0,08:48:00,23263.0,23218.0,110.0,3,7
110,2025-01-07,SHORT,23898.0,09:04:00,23993.0,23900.0,104.0,3,7
111,2025-01-08,LONG,23579.0,08:49:00,23572.0,23540.0,-117.0,3,4
112,2025-01-09,LONG,23317.0,08:50:00,23304.0,23250.0,122.0,3,7
113,2025-01-10,SHORT,23050.0,09:00:00,23087.0,23025.0,-111.0,3,4
114,2025-01-14,SHORT,22595.0,08:49:00,22650.0,22576.0,-67.0,3,5
115,2025-01-15,SHORT,22702.0,08:54:00,22754.0,22700.0,41.0,3,6
116,2025-01-16,SHORT,23020.0,08:51:00,23075.0,23022.0,-67.0,3,5
117,2025-01-17,SHORT,23237.0,08:58:00,23304.0,23241.0,127.0,3,7
118,2025-01-20,SHORT,23229.0,08:48:00,23274.0,23233.0,-135.0,3,4
119,2025-01-21,SHORT,23383.0,08:50:00,23430.0,23387.0,105.0,3,7
120,2025-01-22,LONG,23631.0,08:48:00,23613.0,23589.0,-126.0,3,4
121,2025-02-03,LONG,22730.0,08:51:00,22720.0,22550.0,132.0,3,7
122,2025-02-04,SHORT,22900.0,08:48:00,22947.0,22897.0,98.0,3,7
123,2025-02-05,SHORT,23067.0,08:51:00,23106.0,23067.0,-117.0,3,4
124,2025-02-06,SHORT,23327.0,08:52:00,23370.0,23328.0,-60.0,3,5
125,2025-02-07,LONG,23324.0,08:54:00,23315.0,23276.0,98.0,3,7
126,2025-02-10,SHORT,23297.0,08:48:00,23333.0,23298.0,-108.0,3,4
127,2025-02-11,LONG,23416.0,08:50:00,23411.0,23383.0,110.0,3,7
128,2025-02-12,LONG,23446.0,08:49:00,23445.0,23422.0,112.0,3,7
129,2025-02-13,SHORT,23422.0,08:48:00,23455.0,23419.0,123.0,3,7
130,2025-02-17,LONG,23330.0,08:49:00,23326.0,23281.0,111.0,3,7
131,2025-02-18,SHORT,23538.0,08:49:00,23582.0,23538.0,118.0,3,7
132,2025-02-19,LONG,23609.0,08:49:00,23600.0,23560.0,102.0,3,7
133,2025-02-20,LONG,23548.0,08:52:00,23544.0,23496.0,-65.0,3,5
134,2025-02-21,SHORT,23527.0,08:48:00,23567.0,23529.0,-49.0,3,6
135,2025-02-24,SHORT,23506.0,08:48:00,23550.0,23500.0,-1.0,3,6
136,2025-02-25,LONG,23258.0,08:51:00,23249.0,23202.0,-71.0,3,5
137,2025-02-26,LONG,23168.0,08:56:00,23164.0,23133.0,-105.0,3,4
138,2025-02-27,LONG,23415.0,08:51:00,23414.0,23376.0,-51.0,3,5
139,2025-03-03,SHORT,22646.0,08:59:00,22745.0,22641.0,-112.0,3,5
140,2025-03-04,SHORT,22214.0,08:49:00,22276.0,22200.0,-186.0,3,4
141,2025-03-05,LONG,22726.0,08:53:00,22713.0,22637.0,168.0,3,7
142,2025-03-06,SHORT,22958.0,08:48:00,23018.0,22959.0,104.0,3,7
143,2025-03-07,LONG,22554.0,08:49:00,22537.0,22488.0,132.0,3,7
144,2025-03-10,LONG,22515.0,08:55:00,22495.0,22448.0,-94.0,3,5
145,2025-03-12,SHORT,22061.0,08:48:00,22106.0,22048.0,-135.0,3,4
146,2025-03-13,LONG,22454.0,08:48:00,22447.0,22415.0,-117.0,3,4
147,2025-03-14,SHORT,22080.0,08:49:00,22131.0,22076.0,112.0,3,7
148,2025-03-17,LONG,22230.0,08:50:00,22229.0,22159.0,-213.0,3,4
149,2025-03-18,SHORT,22358.0,08:50:00,22383.0,22357.0,103.0,3,7
150,2025-03-19,SHORT,22209.0,08:59:00,22249.0,22203.0,114.0,3,7
151,2025-03-20,SHORT,22219.0,08:48:00,22247.0,22220.0,-40.0,3,5
152,2025-03-21,LONG,22341.0,08:51:00,22329.0,22293.0,-65.0,3,5
153,2025-03-24,LONG,22345.0,08:48:00,22328.0,22289.0,-49.0,3,6
154,2025-03-25,LONG,22371.0,08:49:00,22356.0,22328.0,17.0,3,6
155,2025-03-26,LONG,22419.0,08:48:00,22415.0,22387.0,-96.0,3,4
156,2025-03-27,LONG,22050.0,08:48:00,22048.0,22013.0,-111.0,3,4
157,2025-03-28,LONG,21780.0,08:51:00,21779.0,21720.0,-72.0,3,5
158,2025-03-31,LONG,20976.0,08:48:00,20947.0,20854.0,37.0,3,6
159,2025-04-01,SHORT,20943.0,08:49:00,21020.0,20934.0,-69.0,3,6
160,2025-04-02,LONG,21321.0,08:51:00,21315.0,21260.0,-183.0,3,4
161,2025-04-08,SHORT,18495.0,08:52:00,18643.0,18506.0,108.0,3,7
162,2025-04-09,LONG,17964.0,08:52:00,17957.0,17839.0,250.0,3,7
163,2025-04-11,SHORT,18565.0,09:01:00,18710.0,18553.0,222.0,3,7
164,2025-04-14,SHORT,19750.0,08:52:00,19846.0,19777.0,116.0,3,7
165,2025-04-15,LONG,19600.0,08:53:00,19597.0,19542.0,-77.0,3,5
166,2025-04-17,LONG,19300.0,08:52:00,19261.0,19223.0,-46.0,3,6
167,2025-04-21,SHORT,19289.0,08:51:00,19367.0,19331.0,54.0,3,6
168,2025-04-22,SHORT,18929.0,08:52:00,18970.0,18927.0,115.0,3,7
169,2025-04-23,SHORT,19190.0,08:48:00,19255.0,19199.0,-78.0,3,5
170,2025-04-24,SHORT,19615.0,08:48:00,19658.0,19620.0,-62.0,3,5
171,2025-04-28,SHORT,19975.0,08:48:00,19985.0,19958.0,-30.0,3,4
172,2025-04-29,LONG,20001.0,08:50:00,19998.0,19976.0,111.0,3,7
173,2025-04-30,SHORT,20076.0,08:50:00,20107.0,20079.0,-93.0,3,4
174,2025-05-02,LONG,20508.0,08:48:00,20504.0,20468.0,99.0,3,7
175,2025-05-05,LONG,20789.0,08:54:00,20788.0,20738.0,-153.0,3,4
176,2025-05-06,LONG,20221.0,08:58:00,20220.0,20150.0,130.0,3,7
177,2025-05-07,LONG,20485.0,08:49:00,20477.0,20428.0,130.0,3,7
178,2025-05-08,SHORT,20454.0,08:48:00,20497.0,20460.0,-129.0,3,4
179,2025-05-09,LONG,20683.0,09:01:00,20675.0,20627.0,-76.0,3,5
180,2025-05-12,LONG,21035.0,08:48:00,21027.0,20981.0,-162.0,3,4
181,2025-05-13,LONG,21444.0,08:48:00,21440.0,21407.0,119.0,3,7
182,2025-05-14,LONG,21695.0,08:48:00,21692.0,21658.0,-49.0,3,5
183,2025-05-15,SHORT,21772.0,08:48:00,21806.0,21757.0,119.0,3,7
184,2025-05-16,SHORT,21745.0,08:48:00,21785.0,21754.0,122.0,3,7
185,2025-05-19,LONG,21715.0,08:52:00,21712.0,21654.0,-73.0,3,5
186,2025-05-20,SHORT,21733.0,08:54:00,21772.0,21739.0,118.0,3,7
187,2025-05-21,LONG,21624.0,09:03:00,21609.0,21549.0,100.0,3,7
188,2025-05-22,LONG,21529.0,08:54:00,21517.0,21457.0,-84.0,3,5
189,2025-05-23,LONG,21596.0,08:50:00,21579.0,21551.0,-49.0,3,6
190,2025-05-26,SHORT,21431.0,09:01:00,21541.0,21445.0,104.0,3,7
191,2025-05-27,SHORT,21392.0,09:00:00,21437.0,21400.0,147.0,3,7
192,2025-05-28,LONG,21464.0,08:50:00,21460.0,21413.0,-63.0,3,6
193,2025-05-29,LONG,21574.0,08:52:00,21573.0,21506.0,-49.0,3,6
194,2025-06-02,LONG,21027.0,09:00:00,21022.0,20955.0,-88.0,3,5
195,2025-06-03,LONG,21061.0,08:49:00,21055.0,21012.0,117.0,3,7
196,2025-06-04,LONG,21298.0,08:48:00,21297.0,21274.0,-37.0,3,5
197,2025-06-05,SHORT,21569.0,08:48:00,21612.0,21571.0,-56.0,3,5
198,2025-06-06,SHORT,21551.0,09:01:00,21606.0,21550.0,-70.0,3,5
199,2025-06-09,LONG,21714.0,08:48:00,21709.0,21658.0,133.0,3,7
200,2025-06-11,SHORT,22280.0,08:48:00,22310.0,22279.0,-90.0,3,4
201,2025-06-12,SHORT,22302.0,08:49:00,22329.0,22295.0,116.0,3,7
202,2025-06-16,SHORT,22016.0,08:48:00,22061.0,22018.0,144.0,3,7
203,2025-06-17,LONG,22178.0,08:48:00,22177.0,22130.0,111.0,3,7
204,2025-06-20,LONG,21690.0,09:02:00,21680.0,21627.0,-1.0,3,6
205,2025-06-23,SHORT,21353.0,08:48:00,21398.0,21338.0,124.0,3,7
206,2025-06-24,LONG,21831.0,08:59:00,21830.0,21764.0,104.0,3,7
207,2025-06-25,SHORT,22123.0,08:48:00,22149.0,22105.0,100.0,3,7
208,2025-06-26,LONG,22189.0,08:48:00,22185.0,22160.0,-44.0,3,5
209,2025-06-27,LONG,22210.0,08:48:00,22205.0,22178.0,-96.0,3,4
210,2025-06-30,SHORT,22194.0,08:51:00,22257.0,22185.0,121.0,3,7
211,2025-07-01,SHORT,22207.0,08:52:00,22225.0,22192.0,-54.0,3,4
212,2025-07-03,LONG,22591.0,08:49:00,22574.0,22546.0,117.0,3,7
213,2025-07-04,SHORT,22713.0,09:01:00,22770.0,22711.0,112.0,3,7
214,2024-07-17,,,,,,0.0,0,0
215,2024-07-20,,,,,,0.0,0,0
216,2024-07-24,,,,,,0.0,0,0
217,2024-07-26,,,,,,0.0,0,0
218,2024-07-27,,,,,,0.0,0,0
219,2024-08-03,,,,,,0.0,0,0
220,2024-08-10,,,,,,0.0,0,0
221,2024-08-17,,,,,,0.0,0,0
222,2024-08-24,,,,,,0.0,0,0
223,2024-08-31,,,,,,0.0,0,0
224,2024-09-07,,,,,,0.0,0,0
225,2024-09-14,,,,,,0.0,0,0
226,2024-09-17,,,,,,0.0,0,0
227,2024-09-21,,,,,,0.0,0,0
228,2024-09-28,,,,,,0.0,0,0
229,2024-10-02,,,,,,0.0,0,0
230,2024-10-05,,,,,,0.0,0,0
231,2024-10-10,,,,,,0.0,0,0
232,2024-10-12,,,,,,0.0,0,0
233,2024-10-19,,,,,,0.0,0,0
234,2024-10-23,,,,,,0.0,0,0
235,2024-10-26,,,,,,0.0,0,0
236,2024-10-29,,,,,,0.0,0,0
237,2024-10-31,,,,,,0.0,0,0
238,2024-11-02,,,,,,0.0,0,0
239,2024-11-04,,,,,,0.0,0,0
240,2024-11-05,,,,,,0.0,0,0
241,2024-11-09,,,,,,0.0,0,0
242,2024-11-13,,,,,,0.0,0,0
243,2024-11-16,,,,,,0.0,0,0
244,2024-11-23,,,,,,0.0,0,0
245,2024-11-26,,,,,,0.0,0,0
246,2024-11-27,,,,,,0.0,0,0
247,2024-11-29,,,,,,0.0,0,0
248,2024-11-30,,,,,,0.0,0,0
249,2024-12-06,,,,,,0.0,0,0
250,2024-12-07,,,,,,0.0,0,0
251,2024-12-14,,,,,,0.0,0,0
252,2024-12-20,,,,,,0.0,0,0
253,2024-12-21,,,,,,0.0,0,0
254,2024-12-28,,,,,,0.0,0,0
255,2025-01-01,,,,,,0.0,0,0
256,2025-01-02,,,,,,0.0,0,0
257,2025-01-04,,,,,,0.0,0,0
258,2025-01-11,,,,,,0.0,0,0
259,2025-01-13,,,,,,0.0,0,0
260,2025-01-18,,,,,,0.0,0,0
261,2025-01-23,,,,,,0.0,0,0
262,2025-02-08,,,,,,0.0,0,0
263,2025-02-14,,,,,,0.0,0,0
264,2025-02-15,,,,,,0.0,0,0
265,2025-02-22,,,,,,0.0,0,0
266,2025-02-28,,,,,,0.0,0,0
267,2025-03-08,,,,,,0.0,0,0
268,2025-03-11,,,,,,0.0,0,0
269,2025-03-15,,,,,,0.0,0,0
270,2025-03-22,,,,,,0.0,0,0
271,2025-03-29,,,,,,0.0,0,0
272,2025-04-03,,,,,,0.0,0,0
273,2025-04-07,,,,,,0.0,0,0
274,2025-04-10,,,,,,0.0,0,0
275,2025-04-12,,,,,,0.0,0,0
276,2025-04-16,,,,,,0.0,0,0
277,2025-04-18,,,,,,0.0,0,0
278,2025-04-19,,,,,,0.0,0,0
279,2025-04-25,,,,,,0.0,0,0
280,2025-04-26,,,,,,0.0,0,0
281,2025-05-01,,,,,,0.0,0,0
282,2025-05-03,,,,,,0.0,0,0
283,2025-05-10,,,,,,0.0,0,0
284,2025-05-17,,,,,,0.0,0,0
285,2025-05-24,,,,,,0.0,0,0
286,2025-05-30,,,,,,0.0,0,0
287,2025-06-07,,,,,,0.0,0,0
288,2025-06-10,,,,,,0.0,0,0
289,2025-06-13,,,,,,0.0,0,0
290,2025-06-14,,,,,,0.0,0,0
291,2025-06-18,,,,,,0.0,0,0
292,2025-06-19,,,,,,0.0,0,0
293,2025-06-21,,,,,,0.0,0,0
294,2025-06-28,,,,,,0.0,0,0
295,2025-07-02,,,,,,0.0,0,0
296,2025-07-05,,,,,,0.0,0,0
