date,range_high,range_low,range_size,range_midpoint,has_long_entry,entry_time,entry_price,breakout_strength,total_pnl,lot1_pnl,lot2_pnl,lot3_pnl,lot1_exit_type,lot2_exit_type,lot3_exit_type,lot1_exit_time,lot2_exit_time,lot3_exit_time,lot1_exit_price,lot2_exit_price,lot3_exit_price,max_favorable,max_adverse,trade_duration_minutes
2025-01-14,22650.0,22576.0,74.0,22613.0,True,09:39:00,22679.0,29.0,225,75,75,75,eod_close,eod_close,eod_close,13:45:00,13:45:00,13:45:00,22754.0,22754.0,22754.0,85.0,-64.0,246.0
2025-01-15,22754.0,22700.0,54.0,22727.0,False,,,,0,0,0,0,no_entry,no_entry,no_entry,,,,,,,0.0,0.0,0.0
2025-01-16,23075.0,23022.0,53.0,23048.5,True,09:11:00,23086.0,11.0,-192,-64,-64,-64,initial_stop_loss,initial_stop_loss,initial_stop_loss,09:31:00,09:31:00,09:31:00,23022.0,23022.0,23022.0,0.0,-82.0,20.0
2025-01-17,23304.0,23241.0,63.0,23272.5,False,,,,0,0,0,0,no_entry,no_entry,no_entry,,,,,,,0.0,0.0,0.0
2025-01-20,23274.0,23233.0,41.0,23253.5,True,08:58:00,23278.0,4.0,195,65,65,65,eod_close,eod_close,eod_close,13:45:00,13:45:00,13:45:00,23343.0,23343.0,23343.0,130.0,-10.0,287.0
2025-01-21,23430.0,23387.0,43.0,23408.5,False,,,,0,0,0,0,no_entry,no_entry,no_entry,,,,,,,0.0,0.0,0.0
2025-01-22,23613.0,23589.0,24.0,23601.0,True,08:48:00,23631.0,18.0,-126,-42,-42,-42,initial_stop_loss,initial_stop_loss,initial_stop_loss,09:02:00,09:02:00,09:02:00,23589.0,23589.0,23589.0,13.0,-42.0,14.0
2025-02-03,22720.0,22550.0,170.0,22635.0,True,08:51:00,22730.0,10.0,-402,-134,-134,-134,eod_close,eod_close,eod_close,13:45:00,13:45:00,13:45:00,22596.0,22596.0,22596.0,85.0,-152.0,294.0
2025-02-04,22947.0,22897.0,50.0,22922.0,False,,,,0,0,0,0,no_entry,no_entry,no_entry,,,,,,,0.0,0.0,0.0
2025-02-05,23106.0,23067.0,39.0,23086.5,True,09:03:00,23119.0,13.0,54,18,18,18,eod_close,eod_close,eod_close,13:45:00,13:45:00,13:45:00,23137.0,23137.0,23137.0,153.0,0.0,282.0
2025-02-06,23370.0,23328.0,42.0,23349.0,False,,,,0,0,0,0,no_entry,no_entry,no_entry,,,,,,,0.0,0.0,0.0
2025-02-07,23315.0,23276.0,39.0,23295.5,True,08:54:00,23324.0,9.0,312,104,104,104,eod_close,eod_close,eod_close,13:45:00,13:45:00,13:45:00,23428.0,23428.0,23428.0,135.0,-27.0,291.0
2025-02-10,23333.0,23298.0,35.0,23315.5,True,08:59:00,23341.0,8.0,-129,-43,-43,-43,initial_stop_loss,initial_stop_loss,initial_stop_loss,09:05:00,09:05:00,09:05:00,23298.0,23298.0,23298.0,15.0,-50.0,6.0
2025-02-11,23411.0,23383.0,28.0,23397.0,True,08:50:00,23416.0,5.0,-99,-33,-33,-33,initial_stop_loss,initial_stop_loss,initial_stop_loss,10:18:00,10:18:00,10:18:00,23383.0,23383.0,23383.0,80.0,-39.0,88.0
2025-02-12,23445.0,23422.0,23.0,23433.5,True,08:49:00,23446.0,1.0,-72,-24,-24,-24,initial_stop_loss,initial_stop_loss,initial_stop_loss,10:27:00,10:27:00,10:27:00,23422.0,23422.0,23422.0,80.0,-36.0,98.0
2025-02-13,23455.0,23419.0,36.0,23437.0,False,,,,0,0,0,0,no_entry,no_entry,no_entry,,,,,,,0.0,0.0,0.0
2025-02-17,23326.0,23281.0,45.0,23303.5,True,08:49:00,23330.0,4.0,516,172,172,172,eod_close,eod_close,eod_close,13:45:00,13:45:00,13:45:00,23502.0,23502.0,23502.0,205.0,-14.0,296.0
2025-02-18,23582.0,23538.0,44.0,23560.0,True,12:44:00,23587.0,5.0,174,58,58,58,eod_close,eod_close,eod_close,13:45:00,13:45:00,13:45:00,23645.0,23645.0,23645.0,74.0,0.0,61.0
2025-02-19,23600.0,23560.0,40.0,23580.0,True,08:49:00,23609.0,9.0,-6,-2,-2,-2,eod_close,eod_close,eod_close,13:29:00,13:29:00,13:29:00,23607.0,23607.0,23607.0,81.0,-34.0,280.0
2025-02-20,23544.0,23496.0,48.0,23520.0,True,08:52:00,23548.0,4.0,-156,-52,-52,-52,initial_stop_loss,initial_stop_loss,initial_stop_loss,09:06:00,09:06:00,09:06:00,23496.0,23496.0,23496.0,4.0,-83.0,14.0
2025-02-21,23567.0,23529.0,38.0,23548.0,True,09:37:00,23573.0,6.0,510,170,170,170,eod_close,eod_close,eod_close,13:45:00,13:45:00,13:45:00,23743.0,23743.0,23743.0,183.0,0.0,248.0
2025-02-24,23550.0,23500.0,50.0,23525.0,True,12:03:00,23556.0,6.0,0,0,0,0,eod_close,eod_close,eod_close,13:45:00,13:45:00,13:45:00,23556.0,23556.0,23556.0,6.0,-45.0,102.0
2025-02-25,23249.0,23202.0,47.0,23225.5,True,08:51:00,23258.0,9.0,-168,-56,-56,-56,initial_stop_loss,initial_stop_loss,initial_stop_loss,09:13:00,09:13:00,09:13:00,23202.0,23202.0,23202.0,20.0,-68.0,22.0
2025-02-26,23164.0,23133.0,31.0,23148.5,True,08:56:00,23168.0,4.0,-105,-35,-35,-35,initial_stop_loss,initial_stop_loss,initial_stop_loss,09:07:00,09:07:00,09:07:00,23133.0,23133.0,23133.0,22.0,-49.0,11.0
2025-02-27,23414.0,23376.0,38.0,23395.0,True,08:51:00,23415.0,1.0,-117,-39,-39,-39,initial_stop_loss,initial_stop_loss,initial_stop_loss,09:25:00,09:25:00,09:25:00,23376.0,23376.0,23376.0,13.0,-43.0,34.0
2025-03-03,22745.0,22641.0,104.0,22693.0,True,09:06:00,22771.0,26.0,-390,-130,-130,-130,initial_stop_loss,initial_stop_loss,initial_stop_loss,09:36:00,09:36:00,09:36:00,22641.0,22641.0,22641.0,15.0,-139.0,30.0
2025-03-04,22276.0,22200.0,76.0,22238.0,True,09:00:00,22299.0,23.0,867,289,289,289,eod_close,eod_close,eod_close,13:45:00,13:45:00,13:45:00,22588.0,22588.0,22588.0,364.0,0.0,285.0
2025-03-05,22713.0,22637.0,76.0,22675.0,True,08:53:00,22726.0,13.0,498,166,166,166,eod_close,eod_close,eod_close,13:45:00,13:45:00,13:45:00,22892.0,22892.0,22892.0,196.0,-4.0,292.0
2025-03-06,23018.0,22959.0,59.0,22988.5,False,,,,0,0,0,0,no_entry,no_entry,no_entry,,,,,,,0.0,0.0,0.0
2025-03-07,22537.0,22488.0,49.0,22512.5,True,08:49:00,22554.0,17.0,-93,-31,-31,-31,eod_close,eod_close,eod_close,13:45:00,13:45:00,13:45:00,22523.0,22523.0,22523.0,127.0,-52.0,296.0
2025-03-10,22495.0,22448.0,47.0,22471.5,True,08:55:00,22515.0,20.0,-201,-67,-67,-67,initial_stop_loss,initial_stop_loss,initial_stop_loss,09:10:00,09:10:00,09:10:00,22448.0,22448.0,22448.0,26.0,-118.0,15.0
2025-03-12,22106.0,22048.0,58.0,22077.0,True,08:54:00,22107.0,1.0,381,127,127,127,eod_close,eod_close,eod_close,13:45:00,13:45:00,13:45:00,22234.0,22234.0,22234.0,233.0,-39.0,291.0
2025-03-13,22447.0,22415.0,32.0,22431.0,True,08:48:00,22454.0,7.0,-117,-39,-39,-39,initial_stop_loss,initial_stop_loss,initial_stop_loss,09:00:00,09:00:00,09:00:00,22415.0,22415.0,22415.0,0.0,-39.0,12.0
2025-03-14,22131.0,22076.0,55.0,22103.5,False,,,,0,0,0,0,no_entry,no_entry,no_entry,,,,,,,0.0,0.0,0.0
2025-03-17,22229.0,22159.0,70.0,22194.0,True,08:50:00,22230.0,1.0,-213,-71,-71,-71,initial_stop_loss,initial_stop_loss,initial_stop_loss,09:05:00,09:05:00,09:05:00,22159.0,22159.0,22159.0,7.0,-89.0,15.0
2025-03-18,22383.0,22357.0,26.0,22370.0,False,,,,0,0,0,0,no_entry,no_entry,no_entry,,,,,,,0.0,0.0,0.0
2025-03-19,22249.0,22203.0,46.0,22226.0,False,,,,0,0,0,0,no_entry,no_entry,no_entry,,,,,,,0.0,0.0,0.0
2025-03-20,22247.0,22220.0,27.0,22233.5,True,09:00:00,22251.0,4.0,342,114,114,114,eod_close,eod_close,eod_close,13:45:00,13:45:00,13:45:00,22365.0,22365.0,22365.0,166.0,-26.0,285.0
2025-03-21,22329.0,22293.0,36.0,22311.0,True,08:51:00,22341.0,12.0,-144,-48,-48,-48,initial_stop_loss,initial_stop_loss,initial_stop_loss,09:06:00,09:06:00,09:06:00,22293.0,22293.0,22293.0,29.0,-57.0,15.0
2025-03-24,22328.0,22289.0,39.0,22308.5,True,08:48:00,22345.0,17.0,-168,-56,-56,-56,initial_stop_loss,initial_stop_loss,initial_stop_loss,09:26:00,09:26:00,09:26:00,22289.0,22289.0,22289.0,42.0,-73.0,38.0
2025-03-25,22356.0,22328.0,28.0,22342.0,True,08:49:00,22371.0,15.0,-129,-43,-43,-43,initial_stop_loss,initial_stop_loss,initial_stop_loss,09:11:00,09:11:00,09:11:00,22328.0,22328.0,22328.0,32.0,-49.0,22.0
2025-03-26,22415.0,22387.0,28.0,22401.0,True,08:48:00,22419.0,4.0,-96,-32,-32,-32,initial_stop_loss,initial_stop_loss,initial_stop_loss,08:50:00,08:50:00,08:50:00,22387.0,22387.0,22387.0,0.0,-34.0,2.0
2025-03-27,22048.0,22013.0,35.0,22030.5,True,08:48:00,22050.0,2.0,-111,-37,-37,-37,initial_stop_loss,initial_stop_loss,initial_stop_loss,08:50:00,08:50:00,08:50:00,22013.0,22013.0,22013.0,0.0,-48.0,2.0
2025-03-28,21779.0,21720.0,59.0,21749.5,True,08:51:00,21780.0,1.0,-180,-60,-60,-60,initial_stop_loss,initial_stop_loss,initial_stop_loss,09:04:00,09:04:00,09:04:00,21720.0,21720.0,21720.0,14.0,-88.0,13.0
2025-03-31,20947.0,20854.0,93.0,20900.5,True,08:48:00,20976.0,29.0,-366,-122,-122,-122,initial_stop_loss,initial_stop_loss,initial_stop_loss,10:20:00,10:20:00,10:20:00,20854.0,20854.0,20854.0,72.0,-143.0,92.0
2025-04-01,21020.0,20934.0,86.0,20977.0,True,09:24:00,21025.0,5.0,486,162,162,162,eod_close,eod_close,eod_close,13:45:00,13:45:00,13:45:00,21187.0,21187.0,21187.0,244.0,-25.0,261.0
2025-04-02,21315.0,21260.0,55.0,21287.5,True,08:51:00,21321.0,6.0,-183,-61,-61,-61,initial_stop_loss,initial_stop_loss,initial_stop_loss,09:02:00,09:02:00,09:02:00,21260.0,21260.0,21260.0,6.0,-88.0,11.0
2025-04-08,18643.0,18506.0,137.0,18574.5,True,09:25:00,18652.0,9.0,-438,-146,-146,-146,initial_stop_loss,initial_stop_loss,initial_stop_loss,09:47:00,09:47:00,09:47:00,18506.0,18506.0,18506.0,94.0,-180.0,22.0
2025-04-09,17957.0,17839.0,118.0,17898.0,True,08:52:00,17964.0,7.0,-375,-125,-125,-125,initial_stop_loss,initial_stop_loss,initial_stop_loss,10:56:00,10:56:00,10:56:00,17839.0,17839.0,17839.0,303.0,-150.0,124.0
2025-04-11,18710.0,18553.0,157.0,18631.5,True,09:16:00,18731.0,21.0,2436,812,812,812,eod_close,eod_close,eod_close,13:45:00,13:45:00,13:45:00,19543.0,19543.0,19543.0,829.0,0.0,269.0
2025-04-14,19846.0,19777.0,69.0,19811.5,True,09:02:00,19848.0,2.0,-213,-71,-71,-71,initial_stop_loss,initial_stop_loss,initial_stop_loss,09:20:00,09:20:00,09:20:00,19777.0,19777.0,19777.0,105.0,-132.0,18.0
2025-04-15,19597.0,19542.0,55.0,19569.5,True,08:53:00,19600.0,3.0,-174,-58,-58,-58,initial_stop_loss,initial_stop_loss,initial_stop_loss,09:06:00,09:06:00,09:06:00,19542.0,19542.0,19542.0,7.0,-59.0,13.0
2025-04-17,19261.0,19223.0,38.0,19242.0,True,08:52:00,19300.0,39.0,-231,-77,-77,-77,initial_stop_loss,initial_stop_loss,initial_stop_loss,09:05:00,09:05:00,09:05:00,19223.0,19223.0,19223.0,31.0,-99.0,13.0
2025-04-21,19367.0,19331.0,36.0,19349.0,False,,,,0,0,0,0,no_entry,no_entry,no_entry,,,,,,,0.0,0.0,0.0
2025-04-22,18970.0,18927.0,43.0,18948.5,True,09:20:00,18981.0,11.0,-162,-54,-54,-54,initial_stop_loss,initial_stop_loss,initial_stop_loss,10:33:00,10:33:00,10:33:00,18927.0,18927.0,18927.0,47.0,-54.0,73.0
2025-04-23,19255.0,19199.0,56.0,19227.0,True,09:01:00,19257.0,2.0,903,301,301,301,eod_close,eod_close,eod_close,13:45:00,13:45:00,13:45:00,19558.0,19558.0,19558.0,338.0,0.0,284.0
2025-04-24,19658.0,19620.0,38.0,19639.0,True,09:00:00,19673.0,15.0,-159,-53,-53,-53,initial_stop_loss,initial_stop_loss,initial_stop_loss,09:04:00,09:04:00,09:04:00,19620.0,19620.0,19620.0,0.0,-58.0,4.0
2025-04-28,19985.0,19958.0,27.0,19971.5,True,08:49:00,19993.0,8.0,-105,-35,-35,-35,initial_stop_loss,initial_stop_loss,initial_stop_loss,10:54:00,10:54:00,10:54:00,19958.0,19958.0,19958.0,57.0,-36.0,125.0
2025-04-29,19998.0,19976.0,22.0,19987.0,True,08:50:00,20001.0,3.0,-75,-25,-25,-25,initial_stop_loss,initial_stop_loss,initial_stop_loss,09:31:00,09:31:00,09:31:00,19976.0,19976.0,19976.0,40.0,-29.0,41.0
2025-04-30,20107.0,20079.0,28.0,20093.0,True,08:57:00,20117.0,10.0,111,37,37,37,eod_close,eod_close,eod_close,13:45:00,13:45:00,13:45:00,20154.0,20154.0,20154.0,141.0,-26.0,288.0
2025-05-02,20504.0,20468.0,36.0,20486.0,True,08:48:00,20508.0,4.0,522,174,174,174,eod_close,eod_close,eod_close,13:45:00,13:45:00,13:45:00,20682.0,20682.0,20682.0,201.0,-16.0,297.0
2025-05-05,20788.0,20738.0,50.0,20763.0,True,08:54:00,20789.0,1.0,-153,-51,-51,-51,initial_stop_loss,initial_stop_loss,initial_stop_loss,09:04:00,09:04:00,09:04:00,20738.0,20738.0,20738.0,0.0,-58.0,10.0
2025-05-06,20220.0,20150.0,70.0,20185.0,True,08:58:00,20221.0,1.0,372,124,124,124,eod_close,eod_close,eod_close,13:45:00,13:45:00,13:45:00,20345.0,20345.0,20345.0,259.0,-13.0,287.0
2025-05-07,20477.0,20428.0,49.0,20452.5,True,08:49:00,20485.0,8.0,-171,-57,-57,-57,initial_stop_loss,initial_stop_loss,initial_stop_loss,09:15:00,09:15:00,09:15:00,20428.0,20428.0,20428.0,50.0,-59.0,26.0
2025-05-08,20497.0,20460.0,37.0,20478.5,True,08:54:00,20504.0,7.0,228,76,76,76,eod_close,eod_close,eod_close,13:44:00,13:44:00,13:44:00,20580.0,20580.0,20580.0,186.0,-11.0,290.0
2025-05-09,20675.0,20627.0,48.0,20651.0,True,09:01:00,20683.0,8.0,-168,-56,-56,-56,initial_stop_loss,initial_stop_loss,initial_stop_loss,09:37:00,09:37:00,09:37:00,20627.0,20627.0,20627.0,27.0,-65.0,36.0
2025-05-12,21027.0,20981.0,46.0,21004.0,True,08:48:00,21035.0,8.0,114,38,38,38,eod_close,eod_close,eod_close,13:45:00,13:45:00,13:45:00,21073.0,21073.0,21073.0,92.0,-39.0,297.0
2025-05-13,21440.0,21407.0,33.0,21423.5,True,08:48:00,21444.0,4.0,-111,-37,-37,-37,initial_stop_loss,initial_stop_loss,initial_stop_loss,10:11:00,10:11:00,10:11:00,21407.0,21407.0,21407.0,54.0,-38.0,83.0
2025-05-14,21692.0,21658.0,34.0,21675.0,True,08:48:00,21695.0,3.0,-111,-37,-37,-37,initial_stop_loss,initial_stop_loss,initial_stop_loss,09:02:00,09:02:00,09:02:00,21658.0,21658.0,21658.0,20.0,-47.0,14.0
2025-05-15,21806.0,21757.0,49.0,21781.5,False,,,,0,0,0,0,no_entry,no_entry,no_entry,,,,,,,0.0,0.0,0.0
2025-05-16,21785.0,21754.0,31.0,21769.5,True,09:39:00,21801.0,16.0,66,22,22,22,eod_close,eod_close,eod_close,13:45:00,13:45:00,13:45:00,21823.0,21823.0,21823.0,68.0,-18.0,246.0
2025-05-19,21712.0,21654.0,58.0,21683.0,True,08:52:00,21715.0,3.0,-183,-61,-61,-61,initial_stop_loss,initial_stop_loss,initial_stop_loss,09:14:00,09:14:00,09:14:00,21654.0,21654.0,21654.0,21.0,-68.0,22.0
2025-05-20,21772.0,21739.0,33.0,21755.5,False,,,,0,0,0,0,no_entry,no_entry,no_entry,,,,,,,0.0,0.0,0.0
2025-05-21,21609.0,21549.0,60.0,21579.0,True,09:03:00,21624.0,15.0,672,224,224,224,eod_close,eod_close,eod_close,13:30:00,13:30:00,13:30:00,21848.0,21848.0,21848.0,226.0,-5.0,267.0
2025-05-22,21517.0,21457.0,60.0,21487.0,True,08:54:00,21529.0,12.0,-216,-72,-72,-72,initial_stop_loss,initial_stop_loss,initial_stop_loss,09:57:00,09:57:00,09:57:00,21457.0,21457.0,21457.0,17.0,-105.0,63.0
2025-05-23,21579.0,21551.0,28.0,21565.0,True,08:50:00,21596.0,17.0,-135,-45,-45,-45,initial_stop_loss,initial_stop_loss,initial_stop_loss,09:21:00,09:21:00,09:21:00,21551.0,21551.0,21551.0,39.0,-66.0,31.0
2025-05-26,21541.0,21445.0,96.0,21493.0,False,,,,0,0,0,0,no_entry,no_entry,no_entry,,,,,,,0.0,0.0,0.0
2025-05-27,21437.0,21400.0,37.0,21418.5,False,,,,0,0,0,0,no_entry,no_entry,no_entry,,,,,,,0.0,0.0,0.0
2025-05-28,21460.0,21413.0,47.0,21436.5,True,08:50:00,21464.0,4.0,-153,-51,-51,-51,initial_stop_loss,initial_stop_loss,initial_stop_loss,09:30:00,09:30:00,09:30:00,21413.0,21413.0,21413.0,42.0,-66.0,40.0
2025-05-29,21573.0,21506.0,67.0,21539.5,True,08:52:00,21574.0,1.0,-204,-68,-68,-68,initial_stop_loss,initial_stop_loss,initial_stop_loss,09:03:00,09:03:00,09:03:00,21506.0,21506.0,21506.0,24.0,-120.0,11.0
2025-06-02,21022.0,20955.0,67.0,20988.5,True,09:00:00,21027.0,5.0,-216,-72,-72,-72,initial_stop_loss,initial_stop_loss,initial_stop_loss,09:19:00,09:19:00,09:19:00,20955.0,20955.0,20955.0,16.0,-74.0,19.0
2025-06-03,21055.0,21012.0,43.0,21033.5,True,08:49:00,21061.0,6.0,-147,-49,-49,-49,initial_stop_loss,initial_stop_loss,initial_stop_loss,10:15:00,10:15:00,10:15:00,21012.0,21012.0,21012.0,152.0,-57.0,86.0
2025-06-04,21297.0,21274.0,23.0,21285.5,True,08:48:00,21298.0,1.0,-72,-24,-24,-24,initial_stop_loss,initial_stop_loss,initial_stop_loss,08:58:00,08:58:00,08:58:00,21274.0,21274.0,21274.0,15.0,-27.0,10.0
2025-06-05,21612.0,21571.0,41.0,21591.5,True,09:09:00,21618.0,6.0,-141,-47,-47,-47,initial_stop_loss,initial_stop_loss,initial_stop_loss,10:09:00,10:09:00,10:09:00,21571.0,21571.0,21571.0,56.0,-49.0,60.0
2025-06-06,21606.0,21550.0,56.0,21578.0,True,09:16:00,21616.0,10.0,-198,-66,-66,-66,initial_stop_loss,initial_stop_loss,initial_stop_loss,09:48:00,09:48:00,09:48:00,21550.0,21550.0,21550.0,12.0,-74.0,32.0
2025-06-09,21709.0,21658.0,51.0,21683.5,True,08:48:00,21714.0,5.0,-168,-56,-56,-56,initial_stop_loss,initial_stop_loss,initial_stop_loss,09:31:00,09:31:00,09:31:00,21658.0,21658.0,21658.0,58.0,-63.0,43.0
2025-06-11,22310.0,22279.0,31.0,22294.5,True,09:01:00,22321.0,11.0,-126,-42,-42,-42,initial_stop_loss,initial_stop_loss,initial_stop_loss,09:04:00,09:04:00,09:04:00,22279.0,22279.0,22279.0,0.0,-81.0,3.0
2025-06-12,22329.0,22295.0,34.0,22312.0,False,,,,0,0,0,0,no_entry,no_entry,no_entry,,,,,,,0.0,0.0,0.0
2025-06-16,22061.0,22018.0,43.0,22039.5,False,,,,0,0,0,0,no_entry,no_entry,no_entry,,,,,,,0.0,0.0,0.0
2025-06-17,22177.0,22130.0,47.0,22153.5,True,08:48:00,22178.0,1.0,-144,-48,-48,-48,initial_stop_loss,initial_stop_loss,initial_stop_loss,10:14:00,10:14:00,10:14:00,22130.0,22130.0,22130.0,76.0,-77.0,86.0
2025-06-20,21680.0,21627.0,53.0,21653.5,True,09:02:00,21690.0,10.0,-189,-63,-63,-63,initial_stop_loss,initial_stop_loss,initial_stop_loss,09:23:00,09:23:00,09:23:00,21627.0,21627.0,21627.0,47.0,-80.0,21.0
2025-06-23,21398.0,21338.0,60.0,21368.0,True,11:33:00,21417.0,19.0,165,55,55,55,eod_close,eod_close,eod_close,13:45:00,13:45:00,13:45:00,21472.0,21472.0,21472.0,60.0,-35.0,132.0
2025-06-24,21830.0,21764.0,66.0,21797.0,True,08:59:00,21831.0,1.0,384,128,128,128,eod_close,eod_close,eod_close,13:45:00,13:45:00,13:45:00,21959.0,21959.0,21959.0,128.0,-38.0,286.0
2025-06-25,22149.0,22105.0,44.0,22127.0,True,13:29:00,22152.0,3.0,33,11,11,11,eod_close,eod_close,eod_close,13:45:00,13:45:00,13:45:00,22163.0,22163.0,22163.0,11.0,-10.0,16.0
2025-06-26,22185.0,22160.0,25.0,22172.5,True,08:48:00,22189.0,4.0,-87,-29,-29,-29,initial_stop_loss,initial_stop_loss,initial_stop_loss,09:50:00,09:50:00,09:50:00,22160.0,22160.0,22160.0,35.0,-36.0,62.0
2025-06-27,22205.0,22178.0,27.0,22191.5,True,08:48:00,22210.0,5.0,-96,-32,-32,-32,initial_stop_loss,initial_stop_loss,initial_stop_loss,09:01:00,09:01:00,09:01:00,22178.0,22178.0,22178.0,3.0,-41.0,13.0
2025-06-30,22257.0,22185.0,72.0,22221.0,False,,,,0,0,0,0,no_entry,no_entry,no_entry,,,,,,,0.0,0.0,0.0
2025-07-01,22225.0,22192.0,33.0,22208.5,True,08:58:00,22226.0,1.0,378,126,126,126,eod_close,eod_close,eod_close,13:45:00,13:45:00,13:45:00,22352.0,22352.0,22352.0,361.0,0.0,287.0
2025-07-03,22574.0,22546.0,28.0,22560.0,True,08:49:00,22591.0,17.0,267,89,89,89,eod_close,eod_close,eod_close,13:45:00,13:45:00,13:45:00,22680.0,22680.0,22680.0,120.0,-5.0,296.0
2025-07-04,22770.0,22711.0,59.0,22740.5,False,,,,0,0,0,0,no_entry,no_entry,no_entry,,,,,,,0.0,0.0,0.0
